Probeset_ID,Gene Symbol,Mo BM Ly6C- II-,Sample_,Sample_,Sample_
10492955,---,-13.61,9.62,-42.62,-9.55
10492957,Cd1d2,23.89,58.22,-4.42,12.26
10492964,Cd5l,-21.91,-12.07,-31.42,-28.37
10492971,Fcrl1,47.62,50.26,49.47,42.72
10492983,Fcrl5,-39.88,-61.91,-25.09,-34.10
10492997,Etv3,-53.90,-25.50,-78.26,-49.69
10493003,Etv3l,78.84,89.48,73.71,68.12
10493009,Arhgef11 or 4933430H15Rik,56.57,56.57,63.02,49.79
10493052,Insrr,-19.36,-11.77,-33.60,-18.11
10493076,Sh2d2a,-25.11,-41.94,-27.62,-14.20
10493086,Hdgf,-16.63,-31.52,-14.40,-1.54
10493094,Mrpl24 or Rrnad1,29.81,21.54,32.97,34.83
10493103,Isg20l2,65.24,59.87,68.92,68.03
10493108,Crabp2,-55.90,-61.08,-45.79,-61.73
10493114,Nes,-64.22,-65.64,-34.21,-90.98
10493120,Gpatch4,-20.85,-7.92,-37.75,-19.59
10493137,Iqgap3,16.95,-4.80,24.81,32.37
10493177,Mef2d,86.31,83.18,86.00,89.50
10493189,Mef2d,-12.79,-3.97,-28.83,-6.78
10493191,Mir9-1,-40.24,-45.82,-32.43,-43.25
10493193,Cct3,-46.58,-53.70,-46.48,-38.65
10493203,0610031J06Rik,43.86,35.47,46.65,49.61
10493210,Smg5,71.77,59.05,75.46,78.20
10493235,Paqr6,-9.88,-12.11,-10.20,-7.81
10493243,Rpl21,5.85,83.62,-9.00,-71.30
10493245,Mex3a,-33.28,-28.29,-48.71,-27.06
10493247,Ubqln4,53.62,41.82,57.00,61.04
10493259,Ssr2,10.21,-1.69,8.75,22.58
10493267,Arhgef2,83.54,79.19,84.89,86.57
10493292,2810403A07Rik,-60.94,-36.02,-73.28,-66.25
10493307,---,-30.17,-31.72,-37.86,-21.03
10493309,Rit1,81.04,76.82,81.32,83.72
10493317,Gon4l,-22.50,-33.25,-10.28,-23.36
10493335,5830417I10Rik or Gon4l,-0.04,-37.94,11.26,16.28
10493343,---,-59.03,-52.44,-59.76,-65.15
10493345,---,73.63,80.34,68.61,71.22
10493347,Ash1l,-92.08,-91.39,-93.17,-91.96
10493377,---,40.17,4.02,30.77,68.38
10493380,---,-35.23,-81.27,41.08,-60.73
10493382,Pklr,-40.12,-49.68,-37.65,-34.21
10493394,Clk2,53.30,52.92,50.37,56.84
10493409,Scamp3,61.10,45.49,62.33,71.62
10493421,Fam189b,27.80,20.37,39.50,23.52
10493435,Gba,55.17,51.69,55.00,58.77
10493449,Thbs3,-48.72,-47.64,-47.85,-50.74
10493474,Muc1,-65.25,-52.68,-72.13,-71.22
10493484,Krtcap2,-58.89,-61.01,-62.84,-51.03
10493490,Dpm3,-13.54,9.25,-13.01,-35.12
10493494,Efna3,-11.84,-10.73,-7.29,-19.65
10493496,Adam15 or 4731419I09Rik,93.07,92.46,95.74,89.36
10493498,Dcst1,45.53,61.78,43.03,28.64
10493500,Dcst2,61.56,75.18,78.22,9.55
10493516,Gm15417,71.48,74.85,74.77,63.76
10493519,Shc1,80.58,63.25,90.36,83.06
10493530,Pygo2,99.20,98.75,99.55,99.30
10493537,Pbxip1,95.11,95.61,95.15,94.84
10493548,Pmvk,-72.09,-73.25,-86.11,-53.86
10493555,Kcnn3,-51.88,-86.42,-46.74,-26.13
10493565,Adar,72.91,76.07,72.94,69.82
10493585,Ube2q1,23.63,20.00,21.99,28.90
10493604,She,-23.89,-32.83,-29.72,-9.76
10493612,4933434E20Rik or Gm7664,-15.12,-0.69,-29.42,-13.81
10493626,1700094D03Rik,-60.68,-50.52,-39.81,-85.20
10493631,Mir190b,-69.17,-83.69,-33.86,-90.48
10493633,Tpm3,26.21,38.53,1.27,34.72
10493640,Nup210l,-37.23,-40.61,-16.40,-58.36
10493658,---,-21.10,-3.47,-30.29,-30.81
10493660,Nup210l,-64.19,-78.46,-45.31,-67.91
10493662,Nup210l,-25.30,-55.32,-10.26,-16.84
10493664,Nup210l,-43.22,-63.84,-22.16,-44.74
10493666,Nup210l,-12.80,-20.29,10.19,-25.49
10493668,Nup210l,-39.40,-18.86,-38.80,-58.19
10493670,Nup210l,-7.56,11.23,-0.82,-30.24
10493688,Nup210l,-40.59,-83.83,-23.79,-21.45
10493690,Nup210l,-38.15,-41.86,-59.19,-19.42
10493692,Rab13,-41.81,-52.52,-26.91,-46.49
10493703,Jtb,1.49,-2.48,-7.97,15.03
10493709,Slc39a1,13.74,14.13,28.41,-0.34
10493711,Crtc2,37.97,34.59,43.64,34.93
10493726,Dennd4b,87.38,89.34,87.38,83.76
10493758,Gatad2b,-80.58,-76.23,-84.66,-80.79
10493770,Ilf2 or Snapin,-20.86,-30.33,-22.96,-9.70
10493789,S100a13,59.56,57.20,59.22,62.59
10493794,S100a14,-29.17,-26.80,-24.34,-36.79
10493798,S100a16,-35.75,-35.57,-26.70,-48.81
10493803,S100a3,-20.82,-30.23,-25.21,-10.55
10493809,S100a2,-17.75,-27.25,-13.40,-14.63
10493812,S100a4,32.92,38.12,29.60,31.70
10493816,S100a5,-15.16,-16.92,-8.43,-23.51
10493820,S100a6,32.47,31.91,35.68,30.17
10493824,S100a7a,-32.31,-21.02,-18.84,-62.74
10493831,S100a8,-5.18,-2.66,-5.93,-8.25
10493834,Pglyrp4,-5.26,-4.33,-4.95,-6.56
10493842,Pglyrp3,-35.22,-48.46,-26.93,-31.87
10493850,Sprr2a1 or Sprr2a2 or Sprr2a3,-41.84,-40.87,-43.01,-41.62
10493856,Sprr2a2 or Sprr2a1 or Sprr2a3,-18.13,-18.99,-18.26,-17.21
10493858,Sprr2a2 or Sprr2a1 or Sprr2a3,5.85,83.62,-9.00,-71.30
10493860,Sprr2b,-21.68,-6.62,-11.77,-58.67
10493864,Sprr2d,-15.31,-8.75,-17.96,-22.78
10493867,Sprr2e,-1.44,76.82,-44.43,-29.20
10493870,Sprr2f,-28.01,-54.56,-39.58,-10.58
10493873,Sprr2g,-27.37,-14.65,-31.13,-43.31
10493876,Sprr2h,-20.24,-35.19,-12.49,-18.18
10493879,Sprr2i or Sprr2f or Sprr2e,30.01,-10.10,29.11,64.52
10493882,Sprr2j-ps,-29.35,-33.76,-56.94,-11.37
10493886,Sprr2k,-7.66,52.10,-84.21,37.56
10493889,Lce1c or Lce1k,-16.53,-29.99,-14.72,-9.47
10493891,Ywhaz,35.28,41.55,30.10,35.45
10493894,---,49.64,38.11,59.80,49.52
10493896,Lce3b,30.04,-25.68,71.98,35.68
10493900,Lce3c,-68.66,-64.31,-59.40,-81.78
10493903,Gm9782 or Lce3c or 2310001H18Rik or Lce3a or Lce3f or Lce3b,-16.66,-10.76,-15.19,-23.57
10493905,2310001H18Rik,-31.52,-33.65,-48.64,-17.60
10493907,Lce3f,-25.08,-38.40,-11.81,-32.23
10493910,Gm4858,-6.98,-45.52,52.82,-11.88
10493912,Crnn,-16.33,-15.39,-6.47,-35.22
10493916,Flg2,-60.36,-74.60,-69.49,-37.25
10493921,Flg2,-27.38,-38.41,-6.57,-39.26
10493925,Hrnr or Flg,-7.28,-4.26,-12.56,-8.29
10493979,Rptn,-36.67,-37.10,-21.32,-59.05
10493984,Tchh,-30.42,-23.97,-57.69,-18.51
10493986,Tchhl1,34.94,3.64,59.29,30.45
10493990,S100a11,5.85,83.62,-9.00,-71.30
10493995,S100a10,15.29,9.57,17.25,20.02
10493999,Tdpoz2,-3.03,-8.75,22.73,-8.66
10494001,Tdpoz4 or Gm4858,-5.91,36.41,-3.61,-37.56
10494003,Tdpoz3,-31.97,-36.83,-13.65,-52.42
10494005,Gm10696,19.33,64.80,48.10,-50.95
10494007,Them4,-74.69,-73.69,-57.65,-88.52
10494016,Them5,-17.05,-9.73,-36.41,-13.48
10494023,Rorc,-56.28,-38.35,-38.66,-91.65
10494039,Lingo4,76.21,61.33,78.66,82.99
10494043,Tdrkh,-51.76,-59.73,-37.61,-55.91
10494060,Mrpl9,-5.43,-15.65,0.92,-2.16
10494069,Celf3,-12.90,-9.85,-14.65,-15.09
10494085,Selenbp2,-8.14,-11.23,-6.76,-6.95
10494092,Pogz,-63.91,-60.75,-66.14,-65.22
10494114,Selenbp1 or Selenbp2,-1.64,-2.36,-0.35,-2.57
10494122,Rfx5 or B230398E01Rik,50.62,44.36,57.55,47.93
10494137,Pi4kb,69.07,53.70,79.50,69.87
10494151,---,-22.89,-9.83,-52.86,-20.71
10494153,Vps72,50.31,10.27,58.67,69.42
10494160,Tmod4,-38.75,-36.08,-46.49,-34.18
10494170,Lysmd1,5.85,83.62,-9.00,-71.30
10494174,Sema6c,-48.41,-49.99,-63.14,-34.40
10494200,Cdc42se1,90.77,91.34,88.94,91.85
10494208,Fam63a,16.90,8.28,25.03,17.90
10494227,Lass2,29.94,34.39,22.97,32.73
10494238,Arnt,1.67,-10.86,19.74,-8.17
10494262,Ctsk,-59.19,-58.42,-51.86,-67.05
10494271,Ctss,90.14,91.86,89.39,88.97
10494281,Hormad1,-64.31,-57.23,-75.34,-59.78
10494288,Golph3l,22.75,42.36,19.97,4.69
10494296,Rps10,5.85,83.62,-9.00,-71.30
10494299,Ensa,-3.96,10.27,-23.76,2.70
10494306,Mcl1,87.31,90.02,86.22,85.53
10494312,Aph1a or Car14,5.85,83.62,-9.00,-71.30
10494322,Anp32e,-34.27,-40.23,-36.74,-24.11
10494332,---,61.10,49.59,66.33,66.14
10494335,Otud7b,-94.93,-96.87,-96.16,-90.90
10494351,Mtmr11,-71.22,-75.94,-59.97,-77.55
10494369,Sf3b4,84.10,93.03,82.63,66.43
10494372,Sv2a,-36.13,-41.17,-51.64,-22.34
10494386,Hist2h2ab or Hist2h2ac,5.85,83.62,-9.00,-71.30
10494388,Hist2h2be,-24.40,-19.19,-37.96,-19.18
10494390,Hist2h2aa1 or Hist2h2aa2,5.85,83.62,-9.00,-71.30
10494395,Hist2h2aa1 or Hist2h2aa2 or Hist2h3c1 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2,5.85,83.62,-9.00,-71.30
10494402,Hist2h3c1 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2,5.85,83.62,-9.00,-71.30
10494405,Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1,5.85,83.62,-9.00,-71.30
10494407,Hist2h2bb,67.02,55.18,71.59,73.43
10494411,Rnu1b1 or Rnu1b2 or Rnu1b6,5.85,83.62,-9.00,-71.30
10494413,Rnu1b1 or Rnu1b2 or Rnu1b6,5.85,83.62,-9.00,-71.30
10494415,---,-18.25,2.57,-24.00,-37.86
10494417,Rnu1b1 or Rnu1b2 or Rnu1b6,5.85,83.62,-9.00,-71.30
10494419,Gm10685,-33.29,-48.33,-26.72,-27.91
10494421,Rnu1b1 or Rnu1b2 or Rnu1b6,5.85,83.62,-9.00,-71.30
10494423,Hfe2,-13.09,-14.18,-8.53,-17.52
10494428,Txnip,74.34,74.66,73.21,75.07
10494441,Ankrd34a,-7.09,-12.56,-13.30,7.45
10494445,Lix1l,-72.90,-82.24,-65.81,-71.78
10494452,Rbm8a,-17.83,-15.32,-27.24,-10.82
10494460,Pex11b,41.20,42.58,41.20,40.13
10494467,Itga10 or Pex11b,43.17,32.37,18.66,67.04
10494500,Ankrd35,-16.80,-35.37,-2.46,-16.88
10494509,Pias3,90.77,90.70,91.72,90.12
10494527,Rnf115,-28.39,-34.87,-18.08,-33.22
10494536,Pdzk1 or Gpr89,-28.35,-44.48,-18.30,-28.47
10494548,Gja5,-33.92,-29.53,-47.28,-27.37
10494551,Acp6,-16.89,-18.82,-1.97,-30.71
10494565,Fmo5,-24.63,-22.52,-29.45,-22.15
10494574,Prkab2,62.58,66.67,58.61,61.63
10494583,Sec22b,-64.28,-67.27,-57.46,-67.15
10494592,Gm5544,-8.59,7.70,28.01,-52.25
10494595,Notch2,96.17,97.61,95.91,94.18
10494632,Adam30,-2.00,-13.30,-14.70,49.39
10494636,Reg4,-13.83,-16.40,-18.42,-8.83
10494643,Hmgcs2,-79.24,-69.81,-91.72,-73.17
10494655,Zfp697,-27.28,-39.49,-16.22,-26.56
10494662,Ywhah or Gm19750,-12.10,-10.32,-11.43,-14.61
10494664,Wars2,-46.22,-19.31,-72.12,-42.77
10494672,Tbx15,-30.50,-23.46,-34.09,-35.67
10494684,Spag17 or Wdr3,-34.12,-16.40,-41.61,-53.17
10494735,Gdap2,45.52,59.05,32.43,43.64
10494751,---,17.44,46.83,21.47,-11.38
10494753,---,52.09,31.15,49.35,70.04
10494757,Gm12474,-40.72,-19.28,-67.46,-37.17
10494761,Vtcn1,-22.78,-29.45,-17.86,-21.83
10494769,Trim45,76.54,71.88,83.56,72.06
10494781,Igsf3,-55.23,-41.45,-60.97,-62.94
10494795,Nhlh2,-47.66,-60.59,-24.87,-56.29
10494804,Casq2,-45.96,-51.57,-33.34,-57.34
10494817,Ngf,-35.72,-23.37,-52.90,-35.22
10494821,Tspan2,-28.94,-31.49,-27.09,-28.58
10494832,Sike1,-71.18,-55.62,-80.15,-73.31
10494839,Csde1,-96.24,-95.94,-96.15,-96.85
10494857,Nras,-36.81,-34.81,-36.34,-39.07
10494873,Ampd1,-36.66,-24.10,-61.53,-34.04
10494889,Dennd2c,-30.72,-36.27,-24.03,-33.71
10494910,Bcas2,-49.10,-56.86,-47.52,-42.32
10494924,Trim33,-98.36,-97.63,-98.58,-98.51
10494945,Syt6,-6.47,-11.00,-5.05,-4.27
10494957,Ap4b1,78.94,74.28,87.79,70.24
10494972,Bcl2l15,-44.22,-61.88,-55.80,-24.31
10494978,Ptpn22,42.18,38.95,49.63,36.91
10495001,Rsbn1,-86.40,-80.91,-84.78,-92.01
10495012,Phtf1,-64.69,-54.68,-75.87,-60.30
10495035,Slc16a1,-54.65,-63.12,-55.07,-42.20
10495042,Ppm1j,-29.81,-23.78,-37.99,-29.18
10495054,Rhoc,-77.37,-84.22,-68.99,-79.41
10495059,St7l,-79.99,-83.71,-81.79,-74.20
10495077,4930564D02Rik,-6.02,43.71,-47.99,-2.12
10495083,Kcnd3,-14.16,-23.87,-6.36,-16.95
10495094,6530418L21Rik,-25.97,-29.15,-2.97,-47.70
10495097,Adora3,-13.98,-13.22,-8.23,-25.02
10495107,Adora3,-7.75,-11.04,-2.69,-12.37
10495111,Wdr77,25.80,7.47,25.24,42.33
10495120,Ovgp1 or Wdr77,-42.28,-35.58,-45.22,-45.50
10495134,---,74.15,73.65,69.57,78.66
10495136,Chia,-28.07,-15.28,-38.08,-39.65
10495147,Dennd2d or 2010016I18Rik,0.86,5.59,1.12,-2.26
10495163,Dram2,-21.02,-9.11,-21.84,-32.43
10495173,4933421E11Rik,-99.18,-98.57,-99.31,-99.54
10495183,Kcna3,-5.67,-7.26,-5.67,-4.03
10495186,AI504432,-22.57,-13.96,-18.50,-39.80
10495190,---,-25.03,-17.69,-35.41,-24.81
10495193,Kcna2,-23.76,-23.49,-29.72,-18.63
10495197,Kcna2,-54.16,-59.48,-48.43,-54.53
10495199,Kcna10,33.84,73.85,-41.26,51.52
10495201,Hbxip,-1.13,-5.95,11.52,-5.06
10495206,Slc16a4,-67.00,-63.85,-52.64,-83.42
10495218,Alx3,72.16,75.12,81.76,55.86
10495223,Eps8l3 or 4933431E20Rik,-27.81,-17.07,-30.82,-38.22
10495243,Gstm5 or 4933431E20Rik,-51.96,-60.81,-47.69,-50.49
10495252,Romo1,-71.11,-69.42,-70.19,-74.06
10495255,---,52.80,68.95,41.27,49.72
10495257,Ampd2,38.10,53.17,35.53,24.19
10495259,Gnat2,-36.11,-27.48,-49.18,-34.15
10495270,Amigo1,-2.55,-8.54,-9.25,24.59
10495279,Psma5,-6.79,-11.50,-4.89,-3.35
10495285,Sort1,73.28,69.17,76.88,72.59
10495306,Mybphl or Gm12522,-8.66,-8.31,-5.03,-14.74
10495316,Psrc1,-14.92,-15.28,-14.65,-14.76
10495330,---,51.03,62.91,48.55,36.67
10495332,1700013F07Rik,-17.52,-17.95,-12.19,-23.81
10495340,Taf13,-42.42,-10.60,-60.25,-48.38
10495343,Wdr47,-87.66,-78.66,-94.74,-87.82
10495359,Clcc1,-19.28,-15.42,-14.71,-27.14
10495371,Aknad1,66.95,45.01,68.22,79.09
10495385,4921515J06Rik,-18.85,-39.90,-14.34,-11.41
10495394,4930443G12Rik,-25.82,-48.99,-8.23,-36.76
10495405,Slc25a24,-3.46,2.13,-2.27,-10.26
10495416,Vav3,41.95,41.83,46.79,36.70
10495447,---,-37.07,-20.25,-34.29,-67.78
10495449,Col11a1,-25.05,-20.08,-28.82,-27.76
10495518,Olfm3,-29.70,-23.33,-42.70,-26.51
10495528,Gm9889,30.06,51.24,19.86,13.60
10495530,Dph5,-60.32,-64.85,-55.75,-59.75
10495539,Extl2,-78.24,-81.75,-80.33,-72.67
10495549,Dbt,-92.69,-92.37,-88.80,-96.09
10495562,Lrrc39,-41.95,-32.48,-36.75,-60.62
10495574,Sass6,-70.44,-62.31,-65.98,-82.00
10495592,---,37.59,57.92,16.18,35.33
10495594,---,41.68,44.06,73.17,-12.12
10495596,Frrs1,-4.76,-6.23,-1.71,-6.44
10495613,4833424O15Rik,-23.27,-14.88,-46.25,-18.20
10495621,Mir137,-20.54,-10.57,-10.41,-49.27
10495623,Gm9916,-12.23,-9.90,-17.51,-10.59
10495625,Dpyd,-53.28,-48.43,-43.94,-76.23
10495649,Gm10652,22.55,-6.51,-2.10,66.32
10495651,Alg14,-48.91,-66.05,-47.83,-29.33
10495657,Alg14,-31.50,-11.22,-33.18,-54.86
10495659,Cnn3,1.02,-6.97,0.78,7.00
10495668,4930432M17Rik,71.34,78.59,60.10,71.10
10495675,F3,-73.13,-82.67,-80.45,-55.40
10495685,Arhgap29,-87.55,-85.92,-84.75,-91.33
10495712,Abca4,-34.91,-24.81,-55.09,-29.83
10495763,Gclm,-85.02,-89.16,-87.33,-78.80
10495773,Dnttip2,-89.39,-88.62,-88.50,-90.68
10495781,Bcar3,-88.60,-83.19,-85.97,-94.81
10495794,Pde5a,-72.93,-80.19,-64.54,-74.10
10495820,Fabp2,-33.49,-19.07,-35.44,-53.96
10495826,1810037I17Rik,-66.19,-64.40,-60.88,-73.89
10495830,Sec24d,-28.01,-29.15,-38.66,-14.39
10495854,Prss12,-19.93,-42.52,-18.12,-6.69
10495867,Gm9372,31.82,49.67,41.32,1.00
10495869,Tram1l1,-58.15,-55.69,-61.08,-57.80
10495873,Ptma or Gm12504,5.85,83.62,-9.00,-71.30
10495876,---,17.47,11.60,12.19,28.56
10495878,Ndst4,-37.82,-34.90,-49.67,-30.25
10495891,Arsj,-17.55,-18.15,-19.42,-15.38
10495896,Camk2d,-15.35,-29.57,-11.89,-4.19
10495923,Mir302b,-34.04,-25.53,-26.59,-56.91
10495925,Mir302c,-31.87,-32.51,-25.99,-37.81
10495927,Mir302a,-24.45,-6.90,-38.68,-59.55
10495929,Mir302d,-72.77,-85.05,-65.20,-65.72
10495931,Mir367,-43.72,-38.53,-27.01,-74.89
10495933,4930422G04Rik,20.11,25.45,38.70,-3.28
10495935,4930422G04Rik,-30.68,-39.24,-18.61,-36.98
10495945,4930422G04Rik,-89.44,-95.26,-88.74,-82.48
10495964,Neurog2,48.46,54.41,43.62,46.37
10495967,Tifa,89.63,89.02,90.19,89.67
10495972,---,-26.77,-11.54,-47.83,-27.72
10495974,---,-9.42,-3.06,-34.32,-6.57
10495976,Pitx2,-14.77,-15.90,-18.31,-11.62
10495987,Gm5712,63.06,74.61,43.76,67.06
10495989,Rpl7a,5.85,83.62,-9.00,-71.30
10495991,---,-0.07,51.55,39.84,-55.73
10495993,Elovl6,-77.83,-87.71,-75.38,-71.44
10496001,Cfi,-26.84,-26.19,-21.48,-33.89
10496015,Pla2g12a,-65.52,-68.33,-56.96,-69.75
10496023,Casp6,-10.87,-11.27,-9.33,-11.85
10496032,Rpl12 or Gm11425 or LOC630855,5.85,83.62,-9.00,-71.30
10496036,Col25a1,12.88,16.66,39.97,-11.74
10496077,Agxt2l1,-11.79,-17.74,-10.72,-9.49
10496091,Lef1,-49.17,-43.32,-52.03,-53.43
10496110,Papss1,-5.61,-11.44,-1.26,-5.08
10496125,Dkk2,-17.88,-15.84,-15.36,-24.19
10496130,Tbck,-75.60,-55.28,-78.99,-82.45
10496159,Ints12,-78.07,-65.33,-73.58,-88.55
10496167,---,5.85,83.62,-9.00,-71.30
10496169,Ppa2,-53.08,-79.15,-28.99,-42.60
10496182,Cxxc4,-13.64,-6.78,-10.39,-27.85
10496192,Tacr3,-16.55,-17.24,-13.93,-19.18
10496200,---,32.41,22.87,75.26,-19.93
10496202,---,27.50,50.21,1.77,22.93
10496204,Cenpe,-51.24,-55.97,-34.84,-69.98
10496251,Bdh2,-43.13,-61.35,-32.85,-38.82
10496262,Nhedc2,-15.84,34.45,-41.91,-31.51
10496276,Nhedc1,-19.26,-28.79,-11.69,-20.49
10496295,Ube2d3,-37.82,-38.33,-26.24,-47.36
10496302,Manba,82.33,83.04,77.06,85.55
10496322,---,62.69,51.29,76.08,57.60
10496324,Slc39a8,-69.56,-77.87,-61.98,-68.42
10496336,---,5.85,83.62,-9.00,-71.30
10496338,Ppp3ca,-96.66,-97.28,-96.27,-96.50
10496357,---,-9.80,-18.07,-3.31,-10.51
10496359,Emcn,-64.89,-87.71,-41.90,-66.95
10496373,Ddit4l,-38.59,-44.69,-38.87,-33.10
10496379,H2afz,-9.82,-11.96,-9.74,-7.30
10496387,Dnajb14,-72.77,-58.96,-90.91,-62.31
10496397,Lamtor3,-21.75,-9.20,-27.44,-27.02
10496405,Gm5105,-17.59,-28.71,-28.35,-7.79
10496417,Rg9mtd2,-96.64,-98.86,-97.62,-88.56
10496425,Adh7,-40.74,-31.41,-30.19,-68.10
10496438,Adh1,-50.41,-53.77,-45.99,-52.01
10496447,Adh6a,-20.77,-10.67,-21.66,-38.57
10496455,Adh6b,46.99,75.92,51.19,-9.03
10496457,---,-26.36,-17.96,-37.69,-26.50
10496462,Adh6-ps1,-26.48,-8.84,-49.95,-37.04
10496466,Adh4,-23.65,-37.68,-18.51,-18.84
10496475,Adh5,-58.73,-63.81,-58.60,-52.67
10496485,Eif4e,-97.73,-97.93,-96.49,-98.19
10496490,Mir1956,68.99,55.07,64.32,80.87
10496492,---,38.62,71.31,-37.72,66.47
10496494,Tspan5,24.61,9.69,27.68,34.67
10496504,B930007M17Rik,-14.37,-6.14,-7.16,-47.41
10496519,Unc5c,-35.40,-20.38,-73.58,-27.45
10496539,Gbp5,-21.05,-20.88,-18.07,-24.22
10496555,Gbp1 or Gbp5 or LOC100047734,-44.78,-30.55,-50.68,-55.19
10496569,Gbp7,-57.17,-58.45,-62.20,-50.56
10496580,Gbp3,-22.91,-18.12,-25.13,-24.08
10496592,Gbp2,-19.02,-5.86,-22.34,-28.01
10496605,Ccbl2,-35.02,-46.55,-26.54,-35.05
10496621,Gtf2b,-40.32,-59.92,-19.38,-37.93
10496626,Gapdh,5.85,83.62,-9.00,-71.30
10496629,Sep15,-5.54,-10.28,-3.26,-3.39
10496638,Odf2l,-96.53,-93.29,-96.28,-98.80
10496656,Col24a1,46.51,49.56,53.35,34.95
10496715,Znhit6,-93.06,-93.26,-94.11,-91.55
10496727,Ddah1,-57.44,-36.28,-80.41,-70.01
10496735,Rpl36a or Rpl36al,5.85,83.62,-9.00,-71.30
10496737,Bcl10,9.73,11.49,3.42,13.49
10496742,2410004B18Rik,-53.69,-45.40,-54.13,-61.58
10496748,Syde2,-59.92,-72.54,-56.99,-50.97
10496756,Mcoln3,-32.80,-33.27,-16.28,-63.36
10496771,Mcoln2,-28.45,-28.49,-32.01,-24.91
10496789,Lpar3,-24.14,-33.64,-16.02,-25.41
10496796,Ssx2ip,-86.97,-89.44,-87.33,-84.10
10496813,Ctbs or Spata1,23.30,27.60,36.78,1.79
10496822,Gng5,69.18,80.89,74.50,47.97
10496825,Uox,-15.21,-14.09,-41.14,-6.57
10496835,Hmgb1,5.85,83.62,-9.00,-71.30
10496837,Ttll7,-79.11,-57.60,-89.58,-86.95
10496854,Ttll7,-65.42,-86.82,-48.41,-61.65
10496862,---,-55.34,-43.07,-79.48,-39.49
10496864,Gm5149,-30.24,-52.67,-59.46,25.26
10496872,Eltd1,-9.63,-16.10,-7.94,-4.55
10496888,---,66.98,27.13,74.99,80.33
10496890,Gipc2,66.84,79.91,23.22,76.94
10496892,Fubp1,-74.12,-69.21,-79.77,-72.81
10496917,---,5.85,83.62,-9.00,-71.30
10496919,Usp33,-88.10,-86.69,-84.23,-92.78
10496946,Zzz3,-82.83,-77.61,-84.62,-86.68
10496956,Pigk,-35.38,-33.13,-33.48,-39.50
10496971,Asb17,-29.16,-35.02,-42.98,-16.22
10496975,Slc44a5,-17.68,-16.37,-5.11,-53.12
10497001,Cryz,-71.39,-64.25,-75.80,-72.87
10497012,4922501L14Rik,-14.22,-12.21,-12.61,-17.11
10497031,---,-13.80,-13.07,-9.33,-22.78
10497033,Lrriq3,-84.92,-85.99,-94.94,-69.23
10497045,---,-34.42,-34.38,-30.19,-38.82
10497048,---,45.57,59.27,7.92,58.42
10497051,Negr1,-35.56,-22.03,-38.93,-50.12
10497064,---,-44.70,-21.11,-68.54,-53.23
10497066,Zranb2,-98.69,-98.24,-99.15,-98.37
10497077,Mir186,-89.85,-90.24,-86.02,-92.48
10497079,Ptger3,-22.54,-26.17,-28.12,-14.93
10497086,---,46.05,65.13,58.25,2.80
10497090,Ankrd13c,-87.31,-86.26,-86.74,-88.60
10497105,Lrrc40,-82.32,-67.94,-87.28,-85.52
10497122,Depdc1a,-61.08,-56.72,-73.25,-52.80
10497135,Rpe65,-40.06,-37.26,-47.54,-35.78
10497149,Wls,-14.03,-20.60,-18.28,-4.47
10497165,---,-20.92,-15.34,-31.46,-16.46
10497167,---,-6.15,-4.06,-5.54,-9.01
10497169,---,67.08,69.73,68.30,63.47
10497173,Pxmp3,9.05,26.29,4.49,-3.07
10497181,1700008P02Rik,3.86,65.12,-6.42,-25.24
10497186,---,5.85,83.62,-9.00,-71.30
10497188,Il7,-67.85,-67.40,-66.98,-68.85
10497197,5330432E05Rik,-65.72,-60.81,-82.26,-51.71
10497199,Gm6194 or Tmem189,52.91,51.90,48.73,57.60
10497201,---,69.34,76.23,54.85,71.55
10497203,Hey1,-59.93,-55.01,-65.87,-59.95
10497209,Mrps28,-84.34,-83.36,-90.27,-77.07
10497214,Tpd52,35.94,47.06,16.24,40.71
10497222,Zfp704,-15.30,-17.83,-22.48,-5.35
10497237,Pag1,51.41,58.73,51.47,41.50
10497248,---,11.73,26.22,4.24,2.76
10497250,Pag1,70.57,83.10,58.35,63.11
10497253,Pmp2,-61.89,-65.41,-69.82,-49.71
10497258,Fabp9,-33.24,-29.27,-41.23,-30.50
10497265,Fabp4,41.40,38.91,48.09,37.14
10497276,Fabp12,-10.67,-5.60,-10.75,-18.99
10497285,Impa1,8.65,16.22,1.20,8.94
10497296,Slc10a5,-18.72,-14.91,-25.77,-17.24
10497300,Zfand1,5.85,83.62,-9.00,-71.30
10497309,Snx16,-97.97,-98.95,-94.78,-98.82
10497319,---,-31.70,-28.66,-16.82,-55.56
10497321,Pgam1,5.85,83.62,-9.00,-71.30
10497323,Gm10745,-36.88,-40.84,-16.36,-67.47
10497325,Hmgb1,5.85,83.62,-9.00,-71.30
10497327,---,5.85,83.62,-9.00,-71.30
10497329,---,66.67,94.22,-9.32,61.28
10497335,1810022K09Rik,49.68,75.34,56.78,-3.11
10497337,Car1,-11.48,-23.05,-7.65,-9.96
10497343,---,-48.48,-42.48,-45.35,-57.06
