Probeset_ID,Gene Symbol,Mo BM Ly6C- II-,Sample_,Sample_,Sample_
10359520,Myoc or 7420461P10Rik,-17.27,-12.99,-13.75,-27.91
10359525,Prrc2c,-94.02,-93.90,-94.06,-93.98
10359561,Fmo4,-32.48,-24.25,-24.03,-55.92
10359571,Fmo1,-42.96,-39.27,-48.29,-42.09
10359582,Fmo2,-51.34,-47.94,-71.57,-37.02
10359593,Fmo3,-32.60,-22.34,-40.68,-37.54
10359603,4921528O07Rik,-23.11,-22.44,-17.51,-31.57
10359624,Prrx1,-65.05,-61.06,-72.48,-62.40
10359635,Gorab,-78.16,-78.16,-93.08,-50.42
10359642,---,5.85,83.62,-9.00,-71.30
10359644,Mettl11b,-11.91,-7.72,-6.56,-31.88
10359648,Scyl3 or BC055324,-8.01,-14.99,-10.77,0.09
10359677,Blzf1,-98.01,-97.91,-99.14,-96.25
10359689,Atp1b1,-62.70,-67.54,-67.79,-53.22
10359697,Xcl1,-22.48,-30.99,-23.69,-15.04
10359701,Tbx19,18.19,9.15,-2.52,43.88
10359713,Sft2d2,53.86,57.20,47.28,56.94
10359723,Tiprl,-95.10,-93.15,-95.72,-95.98
10359734,Dcaf6,-92.49,-94.33,-90.81,-92.31
10359754,Mpzl1,-64.35,-72.67,-63.74,-58.36
10359762,Rcsd1,48.13,42.55,45.30,55.20
10359770,Pou2f1,-84.29,-75.29,-85.44,-90.39
10359793,Dusp27,-24.03,-18.24,-15.77,-47.75
10359801,Mael,-43.79,-21.39,-57.08,-61.19
10359814,Ildr2,83.94,91.73,80.53,71.96
10359816,Pogk,-11.93,-11.93,-2.07,-23.23
10359826,Uqcr11,-15.41,-16.63,-1.09,-30.25
10359828,Gm4847,32.35,66.43,41.76,-20.71
10359837,Fmo9,43.05,-10.92,67.27,62.21
10359849,Uck2,6.46,-8.57,15.33,16.05
10359851,Uck2,36.49,18.35,41.07,48.24
10359859,---,92.70,93.54,90.42,93.45
10359861,Mgst3,-60.55,-60.82,-73.78,-46.14
10359867,Lrrc52,9.74,51.91,-0.35,-15.26
10359870,Pbx1,-60.27,-52.64,-65.77,-61.56
10359888,---,-39.71,-7.37,-53.08,-60.42
10359890,Nuf2,-7.66,-6.96,-11.03,-4.60
10359908,Rgs4,-66.02,-63.58,-66.90,-68.23
10359917,Hsd17b7,-95.86,-89.42,-98.68,-95.94
10359929,Ddr2,-67.28,-88.49,-58.30,-56.31
10359948,Uap1,-49.93,-47.65,-51.38,-50.67
10359961,Uhmk1,7.17,24.50,-10.17,3.99
10359970,Nos1ap,22.39,8.07,6.74,48.51
10359982,Atf6,20.25,40.87,9.09,11.76
10359999,---,-73.56,-46.59,-79.46,-93.62
10360001,---,-7.03,-11.91,2.13,-11.55
10360003,Dusp12,-2.66,-0.24,-13.67,9.43
10360012,Fcrlb,79.91,89.40,72.99,76.36
10360018,Fcrla,-17.72,-12.49,-18.54,-23.36
10360026,Uqcrb,-48.49,-52.46,-43.72,-48.93
10360028,Fcgr2b,80.37,87.10,76.19,78.61
10360040,Fcgr3,68.48,72.61,64.65,68.55
10360046,Sdhc,-54.85,-56.21,-52.61,-56.17
10360053,Pcp4l1,-26.02,-22.82,-38.89,-18.81
10360058,Tomm40l,54.89,45.30,65.65,52.48
10360070,Fcer1g,87.68,87.25,87.31,88.17
10360076,Ndufs2,10.97,-3.36,31.87,7.11
10360090,Ppox,47.02,45.71,43.17,52.41
10360105,Usp21,82.78,83.94,83.17,81.06
10360120,Ufc1,-9.73,-19.69,0.22,-9.96
10360128,Rpl27,-10.39,-18.41,-9.00,-3.32
10360130,Nit1 or Dedd,-24.34,-42.46,-7.15,-25.55
10360139,Klhdc9,43.63,69.85,-41.91,76.20
10360145,---,80.86,59.82,89.37,85.68
10360147,Alyref2,98.75,98.40,98.89,98.53
10360149,Itln1 or Itlnb,-35.75,-32.40,-47.63,-30.30
10360158,Ly9,22.00,24.88,23.38,19.65
10360173,Slamf7,-14.88,-1.47,-29.06,-26.32
10360185,---,42.64,40.43,57.12,29.05
10360187,Vangl2,13.47,2.76,20.80,14.38
10360202,Nhlh1,-18.58,-3.47,-27.37,-62.54
10360205,Ncstn or Copa,91.09,89.63,93.43,89.67
10360225,Timm23,-14.44,-26.23,-9.41,-6.03
10360227,Pea15a,-15.29,-6.70,-16.91,-21.49
10360235,Casq1,-37.97,-52.63,-36.89,-27.59
10360248,Atp1a4,-15.11,-12.16,-17.44,-16.66
10360270,Atp1a2,-21.87,-20.21,-25.96,-20.90
10360297,Kcnj9,-4.53,-3.00,-4.33,-6.51
10360306,Slamf8,39.89,50.35,33.33,33.51
10360315,Fcrl6,27.04,6.58,67.02,-9.05
10360321,Dusp23,52.30,40.79,63.91,46.43
10360324,Gm2710,-2.59,-16.36,-6.43,21.59
10360326,---,-61.05,-29.29,-74.52,-82.64
10360328,Apcs,-13.76,-14.51,-14.24,-12.44
10360332,---,50.07,30.03,76.54,20.85
10360334,Olfr1408,-13.27,-2.95,-44.34,-4.14
10360336,Olfr1406,-27.41,-37.73,-56.26,-6.23
10360338,Fcer1a,-33.62,-21.89,-30.51,-53.77
10360344,Darc,-37.79,-41.05,-27.38,-49.93
10360349,Cadm3,-4.97,-5.03,-4.70,-5.25
10360367,---,-24.06,-23.11,-21.49,-28.11
10360370,BC094916,-51.74,-71.79,-34.13,-52.15
10360373,Pydc4,-31.72,-13.81,-38.00,-60.14
10360377,AI607873,16.21,22.66,18.14,8.38
10360382,Ifi204 or Mnda,-10.11,-4.68,-7.12,-18.57
10360391,Ifi203 or LOC100862473 or LOC100862472 or Gm16340,-32.94,-33.83,-27.94,-37.51
10360398,Ifi202b,-36.70,-54.99,-40.21,-24.68
10360406,Ifi205,-32.34,-32.59,-37.69,-27.87
10360410,Olfr231,-12.23,38.72,-44.93,-21.49
10360412,Olfr419,13.01,9.37,56.16,-18.33
10360415,Grem2,-14.16,-10.02,-12.89,-18.84
10360418,Rgs7,-45.99,-46.98,-30.82,-64.36
10360443,Fh1,-22.25,-41.76,-13.83,-8.97
10360454,Opn3,-45.35,-35.60,-44.66,-56.43
10360460,Chml,-81.35,-78.07,-83.94,-81.38
10360463,Pld5,-17.32,-25.04,-11.00,-19.38
10360475,Rbm8a or B020018G12Rik,-36.04,-60.59,-27.90,-20.80
10360479,Cep170,-47.85,-50.52,-33.52,-59.76
10360504,Mir350,-46.63,-49.29,-26.34,-66.86
10360506,Akt3,-23.33,-20.64,-22.40,-27.50
10360522,Adss,20.77,13.37,25.49,23.99
10360538,Pppde1,64.94,52.54,93.49,12.59
10360540,4930527J03Rik,85.46,85.46,81.93,88.34
10360542,Fam36a or AI503316,-88.44,-83.52,-86.40,-92.90
10360544,Hnrnpu,-55.39,-60.59,-65.21,-39.62
10360563,Smyd3,-39.43,-55.24,-57.62,-2.98
10360578,Rpl29,5.85,83.62,-9.00,-71.30
10360580,Tfb2m,-85.88,-89.95,-81.72,-85.39
10360589,Ahctf1,-93.87,-93.67,-93.87,-93.90
10360629,Rpl21,5.85,83.62,-9.00,-71.30
10360631,Adck3,-35.14,-35.63,-39.01,-31.52
10360648,Psen2,36.41,31.21,38.24,39.22
10360662,Gm5069,58.83,13.52,67.27,77.43
10360664,6330403A02Rik,-50.98,-61.25,-43.33,-50.31
10360666,6330403A02Rik,-6.47,-5.42,-9.38,-5.10
10360674,Mixl1,45.91,65.00,9.55,50.73
10360679,H3f3a or Gm12657 or Gm6749 or H3f3c or H3f3b,61.81,67.26,62.36,55.98
10360684,Ephx1,-73.28,-71.16,-72.17,-75.93
10360695,Nvl,-85.86,-80.69,-86.36,-89.11
10360720,Wdr26,-67.04,-29.22,-82.11,-75.61
10360737,Rpl35a or Ino80,-32.58,-43.04,-32.07,-22.87
10360741,Ccdc121,6.88,15.78,-8.54,18.58
10360743,---,-50.14,-77.26,-29.36,-49.88
10360745,Lbr,57.31,63.17,50.57,58.29
10360761,---,-13.94,7.69,-33.98,-15.03
10360764,Enah,-80.73,-88.29,-65.05,-86.60
10360786,Vmn1r1,34.51,29.04,61.00,-0.30
10360789,Degs1,97.53,97.88,97.81,96.67
10360794,Fbxo28,94.33,92.62,97.82,89.20
10360802,---,77.22,89.38,77.45,53.12
10360804,---,73.04,54.59,79.52,79.48
10360806,Capn2,20.95,26.12,22.44,13.96
10360828,4922505E12Rik,59.27,66.15,56.18,55.01
10360832,1700056E22Rik,1.99,27.10,-7.05,-3.85
10360834,Hlx,80.16,78.40,81.47,80.69
10360840,Mosc1,-16.94,-13.59,-14.59,-25.18
10360848,Mosc2,-27.94,-33.77,-33.54,-16.13
10360858,C130074G19Rik,-33.71,-27.76,-50.30,-27.63
10360863,Mark1,-58.55,-42.17,-67.12,-68.89
10360884,Iars2,-51.34,-56.55,-58.47,-36.54
10360909,9630028B13Rik,61.80,71.94,60.20,49.03
10360912,---,-51.73,-59.66,-2.15,-82.72
10360914,Lyplal1,-74.16,-73.21,-81.20,-67.80
10360920,Tgfb2,-56.06,-74.43,-57.96,-40.55
10360934,Rrp15,-59.36,-71.78,-69.97,-32.22
10360942,Spata17,-25.39,-5.42,-43.61,-61.84
10360957,Kctd3,-71.36,-75.80,-67.57,-70.27
10360970,---,-66.20,-52.45,-49.20,-90.90
10360972,Kcnk2,-18.62,-8.66,-49.22,-11.01
10360983,Pdcd5 or Gm3837,-87.85,-86.34,-87.40,-89.20
10360985,Cenpf,-41.74,-38.40,-44.80,-42.41
10361007,Smyd2,-13.79,-36.61,-10.07,6.44
10361021,---,85.61,60.03,95.50,84.15
10361023,Prox1,-38.34,-49.27,-30.53,-37.90
10361031,Rps6kc1,7.17,42.90,-9.99,-14.85
10361055,Vash2,-28.68,-36.17,-29.28,-22.01
10361063,---,40.07,63.60,8.42,40.44
10361065,Mfsd7b,-27.53,7.33,-45.67,-38.69
10361075,Mfsd7b,49.13,41.79,64.72,36.80
10361078,Tatdn3,-28.50,15.55,-7.93,-83.35
10361089,Fam71a,-2.75,-4.35,-0.50,-4.23
10361091,Atf3,-4.68,-2.82,-5.17,-5.99
10361098,Nenf,-18.48,-32.42,-13.83,-8.44
10361104,Ppp2r5a or Tmem206,61.66,74.14,56.05,55.19
10361110,Dtl,-0.70,5.21,-7.98,1.93
10361129,---,61.42,76.55,53.47,43.65
10361131,---,-13.43,-37.47,-1.78,-11.35
10361133,---,82.44,70.69,79.10,91.53
10361135,1700034H15Rik or Slc30a1,65.72,63.00,76.51,56.02
10361139,Traf5,2.83,3.78,-12.79,21.21
10361152,Gstp2 or Gstp1,-22.50,-24.28,-24.00,-18.76
10361156,Rcor3,-90.46,-95.18,-93.14,-78.52
10361169,Hhat,-45.76,-48.44,-23.11,-65.01
10361184,---,59.34,71.88,35.54,63.85
10361186,Sertad4,-55.92,-49.76,-66.45,-52.03
10361191,Syt14,-49.36,-63.59,-50.53,-36.87
10361200,Diexf,-31.50,-33.68,-39.99,-20.40
10361215,Traf3ip3 or A130010J15Rik,28.19,32.91,22.32,30.55
10361234,Hsd11b1,15.64,16.50,19.99,9.90
10361246,G0s2,-0.04,-0.11,-1.75,8.94
10361250,Camk1g,-41.17,-18.97,-48.94,-69.18
10361265,Mir205,-48.25,-29.73,-47.88,-67.19
10361267,---,-3.57,-9.07,-15.28,23.44
10361270,Cd46,-74.17,-68.63,-63.00,-86.71
10361282,Cr1l,51.63,47.19,63.61,40.63
10361292,Cr2,-31.39,-31.61,-35.16,-27.96
10361323,Cnksr3,43.66,31.35,59.78,37.50
10361338,Ipcef1,-23.23,-20.89,-20.17,-30.54
10361352,---,-67.66,-67.25,-34.66,-94.23
10361356,---,-75.32,-77.60,-82.99,-61.47
10361358,Rgs17,-30.44,-27.89,-26.41,-38.19
10361366,Mtrf1l,-81.90,-71.74,-83.19,-88.50
10361375,Fbxo5,-48.27,-46.55,-50.71,-47.15
10361381,Syne1,-91.22,-92.12,-91.34,-89.92
10361507,---,-66.66,-73.66,-68.13,-58.88
10361509,Syne1,5.85,83.62,-9.00,-71.30
10361616,---,90.77,90.26,88.31,93.53
10361620,Rmnd1 or Gm5512,-23.56,-17.22,-28.32,-25.88
10361635,Zbtb2,55.56,60.86,64.71,37.84
10361640,---,-29.10,-24.44,-23.48,-40.81
10361642,Lrp11,-21.08,-17.55,-20.35,-25.93
10361651,Nup43,-17.14,-36.60,-11.60,-6.06
10361660,Lats1,-95.10,-93.86,-95.57,-95.54
10361669,Katna1,-60.62,-46.38,-54.18,-72.89
10361680,BC013529,31.12,17.32,37.89,37.09
10361682,Ppil4,-92.76,-89.90,-95.47,-92.07
10361698,Zc3h12d,70.04,68.45,74.59,67.59
10361705,Sash1,42.11,20.09,59.16,41.28
10361708,---,20.41,-5.00,14.37,48.35
10361710,Gm5177,65.07,45.07,83.42,67.12
10361712,Shprh,-94.37,-93.21,-94.62,-95.05
10361748,Fbxo30,-97.83,-95.69,-98.86,-98.32
10361754,Epm2a,-41.92,-38.44,-53.64,-35.41
10361760,Timm8a1,-31.29,-35.78,-39.42,-18.11
10361763,---,-5.55,-3.68,-5.19,-7.84
10361765,---,-21.56,18.85,-26.94,-57.16
10361767,Sf3b5,-40.26,-34.25,-64.30,-27.35
10361771,Plagl1,-56.77,-42.80,-67.34,-62.70
10361787,Ltv1,27.23,25.69,32.12,23.06
10361790,Fuca2,36.03,36.48,27.35,44.05
10361799,Adat2,-65.25,-63.16,-64.00,-68.83
10361807,Hivep2,-69.87,-65.50,-72.17,-72.21
10361816,Rpl23a or Gm10132 or Gm3362,5.85,83.62,-9.00,-71.30
10361818,Nmbr,-23.29,-41.55,-16.71,-16.10
10361824,---,-29.35,-27.86,-18.45,-40.90
10361828,Cited2,8.59,11.39,21.45,-6.28
10361834,Txlnb,-49.18,-46.93,-56.65,-44.22
10361846,Reps1,32.40,20.81,42.47,34.09
10361867,Gm10827,-43.57,-19.43,-58.14,-60.12
10361869,Nhsl1,-55.82,-44.04,-72.78,-49.64
10361882,Nhsl1,-72.28,-90.92,-56.67,-68.36
10361887,Perp,-61.13,-46.02,-66.68,-71.74
10361892,---,0.18,-54.26,34.43,33.81
10361895,Olig3,34.18,-7.35,48.28,62.48
10361897,Ifngr1,96.75,96.87,97.15,96.31
10361906,Il22ra2,-11.38,-12.82,-25.45,-0.99
10361914,---,68.35,78.69,84.15,-0.16
10361918,Il20ra,-27.94,-4.31,-64.47,-41.79
10361926,Map3k5,94.82,95.33,95.23,93.10
10361956,Mtap7,-62.09,-59.50,-53.77,-73.64
10361977,Gm6251,-38.61,-51.46,-41.04,-25.01
10361979,Bclaf1,-99.12,-98.98,-98.87,-99.44
10361995,Fam54a,46.29,18.80,55.03,66.06
10362003,F730021E23Rik,-12.11,-30.37,-7.86,-5.20
10362005,Ahi1,-93.20,-97.03,-93.87,-86.67
10362033,---,86.52,85.82,76.67,93.17
10362036,Hbs1l or Gm9923,-93.83,-94.04,-95.38,-91.37
10362052,Aldh8a1,-8.19,-8.14,-6.94,-10.10
10362062,1700021A07Rik,35.80,46.89,7.34,44.26
10362064,1700020N01Rik,-10.15,-6.17,-15.37,-11.16
10362069,Gm5420,76.31,89.80,68.13,54.47
10362073,Sgk1,42.58,39.01,31.60,57.25
10362091,Raet1d or Raet1b or Raet1a or Raet1e or Raet1c,-61.43,-42.27,-82.41,-61.93
10362097,H60b,-28.20,-19.57,-29.04,-39.86
10362102,Gm10825,-21.68,-14.60,-31.09,-20.50
10362104,Slc2a12,-50.81,-41.94,-47.11,-63.32
10362111,---,60.94,61.18,56.93,65.25
10362113,Gm10824,-47.43,-30.73,-35.74,-75.78
10362115,1110021L09Rik,-53.30,-30.63,-62.97,-64.70
10362129,Vnn3,-0.76,-1.92,1.91,-0.81
10362138,Vnn1,-37.65,-25.56,-30.64,-69.75
10362147,Taar1,-4.70,10.19,-22.41,4.41
10362149,Taar2,-12.23,-19.93,-8.26,-10.40
10362152,Taar3,51.52,57.66,59.56,27.78
10362154,Taar4,57.58,80.51,64.77,-6.27
10362156,Taar5,51.30,49.27,63.49,38.98
10362158,Taar7b,-30.79,-9.71,-68.77,-15.69
10362160,---,-4.57,55.26,-14.31,-39.77
10362162,Taar7d,-24.71,-31.57,-22.88,-20.74
10362164,Taar7e,28.96,-4.61,62.18,18.36
10362166,Taar7f,24.44,27.75,27.07,20.12
10362168,Taar8a or Taar8c or Taar8b or Taar7e,-5.49,1.45,10.97,-26.91
10362171,Stx7,51.66,55.81,49.97,49.13
10362186,Moxd1,-44.05,-18.22,-62.43,-66.99
10362201,Ctgf,-50.55,-49.93,-51.62,-50.32
10362208,---,-49.24,-62.28,-47.99,-36.19
10362210,Med23,26.82,39.09,15.11,27.49
10362243,---,61.12,38.63,57.46,79.80
10362245,Epb4.1l2,-45.76,-28.81,-57.44,-46.75
10362271,---,31.84,11.37,40.93,41.38
10362273,Gm9767 or Tmem200a,79.55,72.59,85.72,78.77
10362275,Samd3,-39.58,-32.69,-57.64,-32.73
10362289,---,30.77,21.82,36.60,33.18
10362294,Arhgap18,-75.52,-68.33,-79.41,-77.91
10362310,Ube2l3 or Gm10015 or LOC100045901 or Gm10705 or Gm10145 or Gm5858,16.91,4.56,21.79,26.23
10362312,---,-18.07,-7.31,-39.21,-16.87
10362314,Ptprk,-82.46,-72.33,-72.79,-96.02
10362350,Themis,-23.95,-25.37,-23.99,-22.80
10362359,Pebp1,6.39,-17.79,13.82,21.35
10362363,6330407J23Rik,-36.74,-27.40,-23.08,-71.20
10362372,9330159F19Rik,-71.86,-64.58,-68.15,-81.52
10362379,Echdc1 or Rnf146,-97.98,-99.34,-96.20,-97.98
10362387,---,-56.39,-57.67,-46.22,-65.28
10362389,---,44.18,7.35,42.42,68.75
10362392,Psmd2,-5.48,-14.80,-10.50,5.66
10362394,Hddc2,-46.83,-51.47,-52.85,-36.37
10362402,---,-1.28,32.80,-56.61,38.83
10362404,Trdn,-77.88,-36.02,-98.69,-80.12
10362416,Trdn,-50.28,-48.77,-39.99,-62.83
10362418,Trdn,-34.91,-43.67,-18.59,-52.38
10362420,Trdn,-32.72,-33.54,-35.26,-29.88
10362422,---,-75.74,-82.64,-88.00,-54.38
10362424,---,-73.85,-53.76,-59.57,-98.83
10362426,---,-49.05,-48.59,-61.71,-38.69
10362428,---,-70.21,-71.82,-49.99,-86.30
10362432,Trdn,-25.83,-43.10,-15.86,-23.88
10362434,---,-85.69,-79.78,-64.67,-96.77
10362436,Trdn,-59.03,-30.17,-70.64,-84.41
10362440,---,-78.36,-75.66,-58.60,-96.38
10362442,---,-93.44,-99.56,-67.21,-97.90
10362446,Trdn,-19.61,-14.59,-14.39,-32.79
10362448,---,-52.36,-41.37,-46.24,-73.56
10362450,---,-19.99,-15.49,-21.70,-23.74
10362454,---,-53.90,-66.17,-33.67,-68.38
10362456,---,-57.50,-43.68,-57.76,-74.87
10362458,Trdn,-40.01,-61.23,-27.22,-37.68
10362462,---,-25.86,-8.36,-54.78,-40.11
10362464,Sult3a1,-25.41,-17.05,-43.60,-22.51
10362472,Rsph4a,-31.79,-22.89,-28.14,-50.90
10362479,Bet3l,-26.13,-34.65,-34.41,-13.55
10362487,Tspyl1,-21.57,-3.88,-22.86,-38.52
10362490,Tspyl4,-74.81,-76.04,-79.23,-69.36
10362495,Col10a1,21.84,37.16,1.74,23.14
10362499,Frk,-49.85,-44.23,-66.74,-42.85
10362511,Gstm3,27.73,26.66,28.52,27.60
10362513,Hs3st5,-23.72,-16.30,-23.55,-33.56
10362520,Hdac2,-74.98,-74.65,-78.43,-71.41
10362534,5930403N24Rik,32.50,10.49,43.81,39.40
10362536,---,-1.38,-0.50,-3.63,-0.54
10362538,Lama4,-55.94,-42.98,-60.04,-68.52
10362581,Tube1,-15.48,-38.06,-6.19,-8.92
10362593,Npm1 or LOC100046628,-54.82,-59.11,-55.93,-48.59
10362596,Fyn,58.53,67.41,55.39,50.61
10362615,Traf3ip2,-13.50,-28.04,-13.11,-0.37
10362628,---,-19.93,-19.36,-0.42,-46.38
10362630,---,-36.92,-31.49,-23.86,-63.32
10362633,Rev3l,-99.43,-99.37,-98.93,-99.63
10362669,4930547M16Rik,52.57,56.78,58.83,41.61
10362672,---,64.84,52.29,65.82,74.64
10362674,Rnu3a,36.70,38.39,34.80,37.06
10362676,Cdk19,43.74,39.23,53.69,37.98
10362692,Slc22a16,-10.90,-4.55,-13.55,-22.32
10362701,Ddo,-38.33,-20.56,-49.90,-52.85
10362711,9030224M15Rik,-3.08,-6.05,21.12,-10.82
10362717,Wasf1,-68.87,-31.97,-83.73,-89.18
10362729,Akd1,-22.22,-43.16,-8.52,-32.81
10362745,Akd1,-34.46,-20.45,-31.74,-59.14
10362751,Akd1,-25.98,-19.39,-42.25,-20.40
10362758,Zbtb24,50.78,48.27,46.29,57.59
10362767,Mical1,73.72,64.05,75.36,80.16
10362794,Ppil6 or Smpd2,-82.24,-81.71,-86.79,-78.34
10362803,Cd164,-60.71,-60.00,-65.66,-57.17
10362811,Sesn1,-10.57,-35.08,0.24,2.43
10362823,Snx3,21.37,8.06,34.66,24.30
10362829,Ostm1,54.10,49.69,57.69,55.11
10362837,Sec63,-96.64,-96.31,-96.43,-97.26
10362861,Scml4,-20.96,-10.11,-27.21,-29.99
10362874,9030612E09Rik,42.91,42.19,40.48,45.38
10362876,Pdss2,-75.78,-87.51,-77.81,-54.24
10362886,Bend3,-20.18,-21.50,-13.09,-25.56
10362892,Pam16,-49.08,-81.13,-17.65,-40.42
10362896,Cd24a,-25.10,-31.44,-29.59,-12.83
10362899,F830002L21Rik,-7.68,-8.77,-14.70,-2.58
10362902,---,32.84,26.80,18.76,52.16
10362904,Rtn4ip1,12.85,11.72,10.21,15.56
10362916,Aim1,72.72,57.05,74.92,81.93
10362918,---,0.31,36.64,16.75,-33.04
10362922,Atg5,4.44,17.72,-0.47,-5.10
10362934,---,90.82,91.87,93.83,84.14
10362937,---,-8.03,-20.23,12.75,-13.86
10362939,---,20.13,55.19,-22.82,26.55
10362941,Prep,-8.37,1.55,-11.48,-16.72
10362959,Popdc3,-37.28,-51.48,-44.84,-21.92
10362968,Bves,-27.53,-44.43,-25.30,-19.13
10362974,Hace1,-84.81,-82.43,-86.76,-84.81
10363000,Gpx4,16.97,1.41,21.33,27.53
10363003,---,-24.35,-9.88,-15.98,-74.02
10363005,---,5.85,83.62,-9.00,-71.30
10363007,Ascc3,-97.34,-97.62,-96.95,-97.85
10363054,---,-64.41,-50.86,-37.96,-94.38
10363056,Sim1,-7.47,-9.33,-6.01,-7.31
10363070,Gp49a,-8.22,-6.62,-8.68,-9.48
10363082,Lilrb4,14.07,13.84,20.55,7.65
10363090,Rfx6,-19.00,-7.74,-27.09,-34.47
10363112,Vgll2,80.43,82.97,77.27,80.24
10363118,Dcbld1,-83.43,-59.31,-90.17,-96.43
10363130,Gopc,-10.38,-7.25,-12.99,-11.79
10363132,Nepn,-17.65,-7.51,-36.55,-11.29
10363137,Nus1,-89.31,-88.01,-91.33,-87.55
10363144,---,-10.83,-3.42,-22.09,-8.92
10363146,Slc35f1,-30.62,-27.20,-35.35,-29.92
10363157,Pln,-67.61,-45.30,-85.20,-74.84
10363161,Tmem229b,99.25,98.70,99.43,99.49
10363163,Asf1a,-97.01,-96.60,-94.34,-98.71
10363170,Msl3l2,39.15,43.52,29.56,44.09
10363173,Gja1,-58.24,-56.12,-66.29,-53.80
10363178,Npm1 or LOC100046628,-45.68,-42.63,-29.19,-64.34
10363181,Stard6,-82.72,-76.87,-87.00,-83.08
10363185,---,45.15,39.33,41.90,53.89
10363187,---,46.11,73.82,2.95,32.42
10363190,---,-6.45,26.49,-10.20,-26.91
10363195,Hsf2,-42.03,-39.53,-53.74,-33.96
10363210,Pkib,-9.76,-2.11,-21.21,-10.16
10363224,Fabp7,-60.57,-46.79,-88.92,-48.48
10363231,Smpdl3a,97.17,98.38,97.35,95.90
10363241,Gcc2,-99.69,-99.09,-99.56,-99.95
10363265,Lims1,-59.74,-50.89,-57.09,-69.24
10363281,Ranbp2,-63.51,-59.00,-65.64,-64.46
10363312,Ccdc138,-90.38,-92.94,-78.19,-95.32
10363331,---,-95.94,-97.79,-88.22,-96.88
10363333,Sh3rf3,-27.83,-34.75,-22.07,-27.29
10363346,Sowahc,74.48,78.63,64.77,77.59
10363350,P4ha1,8.38,19.01,9.22,-3.52
10363368,Timm23,5.85,83.62,-9.00,-71.30
10363372,Pla2g12b,-20.69,-28.84,-43.31,-6.01
10363377,---,69.17,78.94,52.75,73.66
10363379,Micu1,6.23,0.88,4.28,12.95
10363392,Dnajb12,69.13,73.60,69.97,62.29
10363403,Ascc1,28.04,-1.57,39.03,43.88
10363415,Spock2,-57.73,-58.32,-75.17,-42.25
10363430,Psap,92.76,93.60,91.83,92.89
10363445,4632428N05Rik,82.77,87.21,80.52,80.96
10363455,Pcbd1,-43.04,-48.00,-37.91,-44.57
10363460,Tbata,-30.21,-30.67,-37.19,-23.05
10363475,Prf1,-10.62,-16.29,-6.74,-10.65
10363479,Rpl27a or LOC100505355 or Gm13981,25.73,68.86,47.19,-36.87
10363481,Nodal,-4.59,-3.52,-5.36,-5.49
10363486,Lrrc20,79.21,67.23,88.93,79.04
10363492,Npffr1,68.87,58.72,69.26,76.15
10363498,Ppa1,-61.95,-66.94,-64.80,-52.45
10363512,Sar1a,-25.03,-12.09,-33.85,-27.55
10363522,Tysnd1,42.72,43.45,37.81,46.86
10363528,Aifm2,24.55,14.13,30.00,26.89
10363541,Ass1 or Gm5424,22.72,1.23,31.94,35.75
10363545,Neurog3,49.33,19.18,56.95,64.57
10363551,Tacr2,57.87,79.85,69.14,-14.26
10363557,4930507D05Rik or Supv3l1,3.16,15.87,21.10,-16.66
10363559,2510003E04Rik,78.39,78.39,73.20,82.46
10363561,---,5.85,83.62,-9.00,-71.30
10363563,Slc25a16,-70.85,-59.81,-80.91,-68.55
10363575,Dna2,93.09,92.17,92.71,94.02
10363599,Rufy2,-96.11,-87.83,-99.03,-96.36
10363622,Pbld2,-8.05,-9.54,-11.31,-4.00
10363629,Pbld1,-14.30,-16.69,-12.98,-13.31
10363639,Atoh7,94.64,93.58,93.82,96.20
10363641,Herc4,84.76,88.42,82.32,83.52
10363667,Sirt1,53.80,34.66,16.75,82.34
10363669,Dnajc12,-66.47,-65.28,-66.47,-67.46
10363676,Ctnna3,-41.52,-39.28,-31.77,-56.77
10363696,D630028G08Rik,-51.90,-77.48,-46.76,-33.82
10363699,Rps6,3.37,-1.56,4.69,6.65
10363701,---,-30.82,-14.23,-34.02,-46.15
10363703,Jmjd1c,-92.77,-92.13,-98.28,-74.33
10363706,Jmjd1c,-99.06,-98.39,-98.63,-99.67
10363735,Egr2,-40.98,-39.56,-37.37,-46.29
10363741,---,-20.66,-45.91,-17.06,-0.74
10363743,Rtkn2,-18.31,-11.87,-16.15,-29.24
10363762,Tmem26,98.33,98.78,98.71,97.34
10363773,Rhobtb1,-51.22,-57.07,-48.92,-47.36
10363786,Ank3,-64.10,-65.04,-61.73,-65.48
10363845,Ccdc6,-89.10,-86.41,-91.97,-87.87
10363856,2310015B20Rik,-9.93,-13.86,-5.20,-13.04
10363860,Slc16a9,-52.90,-48.60,-50.49,-59.67
10363868,Fam13c or Phyhipl,-32.22,-27.22,-38.88,-31.64
10363887,Bicc1 or 4930533K18Rik,-20.80,-19.09,-8.88,-38.22
10363894,Ipmk,-4.86,-0.91,-3.78,-10.96
10363901,Etv5,-62.16,-58.79,-75.94,-51.47
10363903,Hbs1l or Gm9923,-64.86,-46.10,-71.71,-72.04
10363905,Zwint,-75.95,-78.84,-73.98,-74.74
10363915,Pcdh15 or LOC100861952,90.01,94.36,87.60,85.95
10363917,---,-66.51,-75.08,-73.02,-46.22
10363921,Pcdh15,-16.90,-18.31,-12.10,-23.44
10363962,Gnaz,-26.97,-42.05,-30.35,-14.23
