Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II-,Sample_,Sample_,Sample_
10416071,Chrna2,-3.12,-10.28,-1.27,3.37
10416082,Trim35,-10.95,-7.87,-10.99,-14.32
10416090,Stmn4,-49.49,-48.25,-52.88,-47.26
10416099,Adra1a,-61.87,-75.05,-56.43,-53.03
10416107,---,-40.14,-40.94,-22.76,-59.53
10416110,Gm5464,-14.91,-35.16,-1.42,-9.31
10416112,Pnma2,-42.62,-27.37,-33.53,-71.70
10416120,---,12.26,2.89,15.58,19.60
10416122,---,38.12,-20.47,68.85,52.51
10416124,---,24.24,2.23,52.72,9.80
10416126,Ebf2,-64.79,-58.22,-69.86,-65.86
10416153,Gm10861,-0.02,10.70,-1.81,-3.37
10416155,Kctd9,-63.32,-79.30,-52.40,-52.20
10416169,Gnrh1,-12.36,-24.51,-7.44,-7.69
10416175,Nefl,-59.56,-60.40,-35.24,-83.62
10416181,Stc1,-83.47,-80.19,-94.09,-72.26
10416187,Rps2,-54.33,-32.05,-62.42,-73.58
10416189,Nkx2-6,-29.22,15.66,-41.52,-59.28
10416195,Nkx3-1,-28.57,-20.54,-23.85,-43.31
10416199,Entpd4 or LOC100862375,-96.18,-98.13,-94.23,-95.24
10416215,Loxl2 or LOC100862072,-55.76,-64.79,-40.78,-64.37
10416230,Tnfrsf10b,-78.52,-83.45,-76.95,-74.62
10416242,Pebp4,-62.46,-56.86,-51.82,-78.80
10416251,Egr3,-40.27,-44.01,-22.09,-58.72
10416256,Bin3,83.72,86.99,83.72,81.22
10416266,Ppp3cc,-20.72,17.46,-53.32,-21.30
10416269,Ppp3cc,-26.60,32.19,-55.72,-48.95
10416271,Mir320,-34.18,-49.36,-9.69,-41.06
10416273,Phyhip,-81.43,-89.79,-57.90,-90.06
10416279,Lgi3,-46.05,-45.32,-32.65,-62.50
10416290,Reep4,44.62,46.84,37.98,48.61
10416302,Hr,-78.66,-79.11,-78.39,-78.35
10416325,Nudt18,-28.04,-2.17,-24.84,-54.10
10416332,Fam160b2,-4.17,26.23,-43.68,17.27
10416334,Dok2,0.82,14.32,2.41,-6.18
10416340,Gfra2,-57.44,-48.58,-70.89,-53.12
10416353,---,-26.87,-23.56,-29.63,-27.58
10416355,Rcbtb2,-39.77,-44.19,-31.83,-42.99
10416371,Lpar6 or Rb1,95.64,97.54,94.68,94.79
10416375,Med4,-45.94,-30.85,-66.65,-38.33
10416379,Sucla2,-53.44,-54.75,-48.42,-57.78
10416393,Nasp,-54.70,-35.92,-75.70,-48.26
10416400,---,3.63,0.84,-1.38,13.80
10416406,Htr2a,-74.63,-72.53,-90.18,-55.25
10416411,Esd or Gm2904,-22.58,-9.72,-43.76,-16.69
10416419,Gm10847,61.62,55.26,74.64,54.50
10416421,Lrch1,60.10,70.49,64.14,41.37
10416423,5031414D18Rik,75.43,73.35,73.47,78.61
10416437,Lcp1,82.87,82.29,82.14,83.88
10416451,Cpb2,-60.76,-40.30,-70.25,-72.48
10416464,Zc3h13,59.23,67.51,58.19,50.51
10416485,Siah3,-19.41,-6.12,-8.01,-48.63
10416488,4930564B18Rik,-14.19,-38.96,12.99,-13.60
10416494,Cog3,9.90,11.74,18.30,-0.02
10416496,Tpt1,-27.39,-29.57,-54.33,4.74
10416503,Snora31,31.43,36.04,32.91,22.92
10416505,Kctd4,-12.05,-15.25,-5.74,-16.66
10416510,Nufip1,11.50,3.61,5.01,24.06
10416522,Tsc22d1,-60.82,-67.93,-39.27,-71.51
10416531,---,46.58,49.17,42.90,47.28
10416533,Ccdc122,-36.17,-57.09,-44.46,-11.20
10416541,Enox1,-57.16,-51.72,-63.59,-56.32
10416566,Epsti1,78.83,76.15,79.40,80.81
10416584,---,-2.99,13.78,-12.46,-9.14
10416588,1300010F03Rik,-77.85,-85.09,-77.71,-69.84
10416640,Mtrf1,-15.72,-30.19,6.99,-23.39
10416653,Kbtbd7,38.56,50.31,23.40,38.77
10416655,Gm5465,-52.59,-65.56,-42.44,-49.45
10416657,Elf1,63.73,65.95,61.08,63.50
10416666,Sugt1,-24.69,-36.66,-29.94,-6.64
10416680,Pcdh8,-76.83,-50.71,-97.77,-50.93
10416683,Gm6999,26.09,42.95,-0.56,29.42
10416689,Olfm4,-51.40,-43.68,-63.10,-48.42
10416696,---,-54.33,-32.05,-62.42,-73.58
10416698,---,-54.33,-32.05,-62.42,-73.58
10416700,Pcdh17,-47.04,-53.15,-42.93,-45.14
10416705,---,15.52,-22.33,34.75,32.00
10416707,---,-35.08,-28.61,-47.78,-31.55
10416709,Tdrd3,-58.69,-55.90,-59.94,-59.97
10416725,---,-6.64,4.42,-37.85,16.31
10416727,4921530L21Rik,-70.48,-79.17,-61.46,-69.44
10416730,---,-18.63,-18.81,-4.73,-33.54
10416732,Snora30,50.83,62.70,41.19,45.62
10416734,---,26.21,-1.42,39.32,35.37
10416736,6720463M24Rik,-39.95,-55.21,-27.29,-37.94
10416753,Pibf1 or Dis3,74.48,72.64,73.73,76.47
10416777,Klf5,-79.78,-72.68,-95.26,-63.27
10416785,---,-67.15,-68.28,-75.48,-56.93
10416791,---,-94.21,-90.01,-87.24,-99.22
10416793,Uchl3,-90.31,-92.01,-91.69,-84.57
10416800,Lmo7,-96.16,-98.66,-92.87,-95.29
10416835,Rpl17,-54.33,-32.05,-62.42,-73.58
10416837,Irg1,-40.05,-31.80,-43.30,-46.44
10416843,Cln5,48.04,55.77,62.65,22.40
10416848,---,35.80,28.23,43.55,35.43
10416850,Scel,-6.17,-10.80,-4.52,-4.70
10416887,Slain1,-72.36,-78.43,-72.49,-66.74
10416897,---,-22.14,-21.21,-12.38,-38.65
10416899,Ndfip2,-79.43,-70.92,-85.75,-79.60
10416911,4930449E01Rik,-22.23,-38.21,30.90,-50.54
10416915,Rpl41 or Gm10736,-54.33,-32.05,-62.42,-73.58
10416917,Trim52,-30.01,-16.27,-59.53,-14.90
10416919,Gm9328 or Gm4666 or Gm4664 or Gm4663 or Gm9327 or Gm9326 or Gm9325 or Gm9324 or Gm6234 or Gm6232 or Gm6219 or Gm6280,-0.27,18.86,-0.47,-13.69
10416921,---,-60.55,-66.49,-71.29,-44.61
10416923,---,-50.78,-32.66,-81.04,-29.02
10416925,---,-31.05,-5.18,-41.86,-62.76
10416927,---,37.74,60.33,22.84,23.66
10416929,Gm6280 or Gm6232 or Gm4666 or Gm6219 or Gm4664 or Gm4663 or Gm9328 or Gm9327 or Gm9326 or Gm9325 or Gm9324 or Gm6234,-54.33,-32.05,-62.42,-73.58
10416931,Slitrk5,-67.68,-61.22,-78.07,-63.54
10416938,---,-26.37,-11.80,-0.46,-69.82
10416940,Tpm3,88.25,88.28,87.76,88.75
10416942,---,32.97,30.27,51.06,11.81
10416945,Mir17hg,9.72,11.75,19.23,-0.78
10416948,Mir17,54.69,61.25,60.88,40.12
10416950,Mir18,42.67,51.08,46.35,31.69
10416952,Mir19a,49.65,69.18,44.32,28.34
10416954,Mir20a,53.55,49.59,63.18,48.43
10416956,Mir19b-1,68.58,65.27,77.20,63.91
10416958,Mir92-1 or Mir17hg,72.02,77.31,70.46,68.86
10416960,Gpc5,-17.81,-18.46,-20.28,-14.23
10416974,Gpc6,-75.57,-58.36,-80.35,-87.30
10416989,Gpr180,-66.92,-62.88,-68.07,-70.38
10417000,---,70.91,80.16,80.89,35.25
10417002,A830021K08Rik,50.02,43.15,59.00,46.05
10417004,Dzip1 or Cldn10,-87.23,-86.25,-85.60,-90.07
10417013,Dnajc3,63.72,70.00,54.92,65.87
10417027,Cldn10,-65.52,-54.58,-58.51,-82.74
10417034,Dnajc3,-54.33,-32.05,-62.42,-73.58
10417048,Hs6st3,-33.71,-14.58,-38.97,-54.97
10417053,Mbnl2,23.89,25.00,25.85,20.37
10417065,Rap2a,46.97,54.58,50.11,37.13
10417068,---,-0.58,29.77,-6.03,-18.67
10417070,Ipo5,-61.19,-62.00,-52.97,-67.89
10417095,Farp1,-90.85,-80.80,-96.54,-92.15
10417124,B930095G15Rik,-67.96,-63.11,-49.43,-89.57
10417128,---,-0.76,-31.67,11.26,29.34
10417130,Ubac2,84.01,82.55,85.73,82.87
10417144,Timm8a2,-38.19,-51.96,-29.33,-34.43
10417147,Tm9sf2,62.74,50.84,73.09,63.47
10417167,Clybl,-77.35,-81.23,-77.55,-72.61
10417176,Zic2,-67.24,-59.75,-70.10,-71.40
10417181,---,-27.85,-23.16,-13.15,-47.25
10417183,Pcca,-72.53,-81.29,-63.67,-67.87
10417208,Tmtc4 or 4930594M22Rik,-95.35,-98.60,-96.07,-87.23
10417212,Itgbl1,-53.78,-43.76,-59.14,-59.57
10417226,---,-54.33,-32.05,-62.42,-73.58
10417235,Gm3264 or Gm3173 or Gm3739 or Gm3494 or Gm10340 or Gm3317 or Gm5796 or Gm3642 or Gm2897,-54.33,-32.05,-62.42,-73.58
10417239,---,-54.33,-32.05,-62.42,-73.58
10417245,Gm10408,-54.33,-32.05,-62.42,-73.58
10417253,Gm10413,-54.33,-32.05,-62.42,-73.58
10417258,Gm10340,-54.33,-32.05,-62.42,-73.58
10417264,Gm3002 or Gm3696 or Gm3500 or Gm5796 or Gm10340 or Gm2897,-54.33,-32.05,-62.42,-73.58
10417269,---,-54.33,-32.05,-62.42,-73.58
10417273,Esd,-41.77,-45.17,-50.23,-29.95
10417275,---,-54.33,-32.05,-62.42,-73.58
10417281,Gm10413,-54.33,-32.05,-62.42,-73.58
10417286,---,-54.33,-32.05,-62.42,-73.58
10417302,Gm10340,-54.33,-32.05,-62.42,-73.58
10417310,1700110I01Rik,11.91,0.28,6.20,28.54
10417315,Gm3173 or Gm3739 or Gm3494 or Gm3264 or Gm10340 or Gm3317 or Gm2897 or Gm3642 or LOC100861615 or Gm3667 or Gm3558 or Gm3383 or Gm3298 or Gm3239 or Gm3095,-54.33,-32.05,-62.42,-73.58
10417319,Gm10408 or D830030K20Rik or Gm8050 or Gm3537 or Gm8271,-54.33,-32.05,-62.42,-73.58
10417326,Gm10406 or Gm3500,-54.33,-32.05,-62.42,-73.58
10417359,Gm3002 or Gm3373 or Gm3696,-54.33,-32.05,-62.42,-73.58
10417366,LOC100861646 or Gm3685 or Gm5458,-54.33,-32.05,-62.42,-73.58
10417371,Gm3696 or Gm2897,-74.16,-52.47,-83.14,-82.81
10417373,Gm10406 or Gm3500,-54.33,-32.05,-62.42,-73.58
10417403,1700110I01Rik,-54.33,-32.05,-62.42,-73.58
10417408,Gm10408 or Gm8050 or Gm3537 or Gm8271,-54.33,-32.05,-62.42,-73.58
10417411,Gm3002 or Gm3373 or Gm3696,-54.33,-32.05,-62.42,-73.58
10417415,Gm10413 or Gm5458 or LOC100861646 or Gm3685 or Gm5797 or Gm3127 or Gm3182 or Gm7876 or Gm3187 or Gm3012 or Gm8279 or Gm5795 or Gm10338 or Gm3149 or Gm3047 or Gm8362,-54.33,-32.05,-62.42,-73.58
10417421,Gm3696 or Gm5796 or Gm10340 or Gm3500 or Gm2897,-54.33,-32.05,-62.42,-73.58
10417446,4930555G01Rik or Gm3002 or Gm2897,-54.33,-32.05,-62.42,-73.58
10417452,4930555G01Rik or Gm3002 or Gm2897,-54.33,-32.05,-62.42,-73.58
10417458,LOC100861646 or Gm3685 or Gm5458 or Gm3696,-54.33,-32.05,-62.42,-73.58
10417461,Gm3002 or Gm10406 or Gm5796 or Gm10340 or Gm3500 or Gm3696 or Gm3373 or LOC100861615,-54.33,-32.05,-62.42,-73.58
10417485,Gm10413 or Gm5458 or LOC100861646 or Gm3685 or Gm5797 or Gm3149 or Gm8362 or Gm3047 or Gm6337 or Gm3187 or Gm3012 or Gm8279 or Gm5795 or Gm10338 or Gm3727 or Gm3127 or Gm3182 or Gm7876 or Gm3159,-54.33,-32.05,-62.42,-73.58
10417492,Gm5458 or LOC100861646 or Gm3685 or Gm3047,-54.01,-30.21,-62.51,-74.31
10417498,1700110I01Rik,-54.33,-32.05,-62.42,-73.58
10417501,Gm10413 or Gm5458,-54.33,-32.05,-62.42,-73.58
10417504,Gm10413,-54.33,-32.05,-62.42,-73.58
10417510,---,-69.31,-72.99,-74.95,-59.30
10417517,---,-54.89,-34.96,-79.79,-49.76
10417526,Dnase1l3,-48.95,-58.50,-33.62,-60.39
10417538,Pdhb,-38.12,-44.42,-47.79,-23.59
10417544,Acox2,-50.77,-35.53,-39.77,-80.30
10417561,Fam107a,-62.63,-72.09,-62.55,-53.25
10417568,Oit1,-87.29,-89.62,-98.53,-59.49
10417579,4930452B06Rik,-50.26,-40.16,-41.32,-67.21
10417599,---,-54.33,-32.05,-62.42,-73.58
10417601,Ptma or Gm12504,-54.33,-32.05,-62.42,-73.58
10417605,Fhit,-61.52,-58.99,-63.67,-61.70
10417617,Gapdh,-54.33,-32.05,-62.42,-73.58
10417620,Fezf2,-35.41,-41.93,-40.63,-25.18
10417628,Cadps,-82.62,-70.70,-80.93,-92.34
10417660,Gm5087,-14.75,55.58,-15.82,-75.67
10417664,Rpl19,-54.33,-32.05,-62.42,-73.58
10417667,Gm281,-60.06,-51.87,-83.73,-43.32
10417676,Thoc7,-54.99,-62.04,-61.75,-39.68
10417689,Psmd6,-49.10,-38.82,-54.31,-52.38
10417698,Olfr720,-20.66,-19.38,-11.48,-33.56
10417700,---,45.55,55.78,4.87,62.32
10417702,---,57.63,33.17,60.42,73.24
10417704,Lrrc3b,-60.97,-41.34,-69.10,-74.25
10417708,Oxsm,-15.96,-15.19,-12.03,-20.70
10417713,Rarb,-70.00,-69.82,-61.74,-79.07
10417725,---,-21.17,-0.75,-12.50,-51.50
10417728,---,-54.33,-32.05,-62.42,-73.58
10417730,---,35.79,59.25,-17.62,56.27
10417732,---,-38.30,-22.95,-54.90,-36.08
10417734,Nr1d2,-46.72,-65.15,-46.63,-24.26
10417745,Rpl15,-54.33,-32.05,-62.42,-73.58
10417749,Ube2e1 or Nkiras1 or LOC100503235,-2.71,-12.52,1.78,3.48
10417757,Vps4b,91.03,84.78,88.02,96.80
10417759,Ube2e2 or LOC100861885,-85.48,-78.79,-88.85,-89.52
10417766,---,-29.43,-56.88,-15.67,-16.61
10417769,Gm2897,-54.33,-32.05,-62.42,-73.58
10417773,Gm5458 or LOC100861646 or Gm3685,-54.33,-32.05,-62.42,-73.58
10417778,2700060E02Rik or Nid2,9.28,4.24,15.60,6.81
10417787,Gng2,79.43,79.69,77.97,80.26
10417794,1810063B07Rik,-20.48,-10.58,-47.96,-2.47
10417798,Kcnk5,-85.26,-72.05,-94.49,-86.06
10417807,Kcnk16,-29.62,-52.44,-16.21,-23.94
10417813,Ecd,-13.78,-15.49,-3.94,-21.53
10417829,Dnajc9,-86.52,-83.12,-93.51,-80.23
10417836,Mrps16,-30.51,-30.41,-22.23,-37.50
10417841,Ttc18,-62.95,-62.06,-49.20,-77.16
10417869,Anxa7,60.72,69.88,52.73,57.97
10417887,Zmynd17,-1.19,-18.21,17.10,11.00
10417895,Ppp3cb,5.17,1.06,10.77,4.50
10417912,Usp54,-87.23,-94.34,-78.21,-85.35
10417920,Usp54,-72.30,-63.88,-68.76,-82.15
10417933,Myoz1,-39.07,-63.77,-59.38,-13.19
10417940,Synpo2l,-62.32,-73.32,-48.25,-65.20
10417946,Sec24c or 6230400D17Rik,60.97,58.46,65.49,57.06
10417950,Ndst2,98.58,99.04,98.28,98.12
10417972,Camk2g,-24.36,-15.15,-33.63,-24.41
10417998,---,-39.85,-18.81,-61.46,-42.61
10418002,---,59.01,42.91,64.93,64.16
10418004,Ap3m1,89.57,79.24,93.71,91.56
10418011,Dupd1,-0.45,6.19,9.58,-10.83
10418016,Dusp13,-53.09,-57.22,-49.96,-52.07
10418027,Comtd1,-73.76,-71.22,-58.56,-87.06
10418038,Zfp503,-69.54,-52.27,-70.79,-83.33
10418048,Gm10248,-14.09,-4.85,-7.48,-38.51
10418053,Kcnma1,-86.11,-61.18,-95.50,-93.03
10418092,A830039N20Rik,-44.19,-18.64,-52.84,-81.55
10418096,Dlg5,-87.01,-80.61,-86.69,-92.63
10418129,---,-11.55,-30.46,0.00,-5.90
10418131,Polr3a,48.22,66.77,40.12,32.48
10418164,4930542C16Rik,52.52,60.90,65.40,26.65
10418167,Ppifos or Ppif,25.94,12.69,15.13,47.46
10418169,---,90.16,85.63,93.05,91.48
10418171,Zcchc24,84.03,82.55,91.02,79.08
10418177,Anxa11,66.58,84.08,71.06,28.03
10418180,Plac9,-56.83,-60.35,-59.96,-51.02
10418185,D14Ertd449e or Gm9746 or Gm10395,-61.30,-71.39,-52.69,-57.74
10418193,Plac9,-54.33,-32.05,-62.42,-73.58
10418198,D14Ertd449e or Gm9746 or Gm10395,-54.33,-32.05,-62.42,-73.58
10418205,Plac9,-54.33,-32.05,-62.42,-73.58
10418210,D14Ertd449e or Gm9746 or Gm10395,-54.33,-32.05,-62.42,-73.58
10418218,Slmap,19.74,27.25,11.13,20.29
10418244,Fam116a or Arf4,52.90,52.35,67.61,34.41
10418247,Pde12,11.31,25.30,9.37,-0.03
10418251,Appl1,-7.25,-28.01,-14.14,14.18
10418275,Ccdc66 or D14Abb1e,-68.34,-69.86,-73.51,-62.43
10418295,---,-5.31,7.84,-12.76,-5.73
10418297,---,-26.54,-46.20,-42.54,12.50
10418300,Cacna2d3,-45.33,-37.64,-42.35,-56.46
10418339,---,-40.89,-16.45,-56.75,-60.67
10418341,Il17rb,-41.79,-48.98,-18.99,-68.55
10418355,Cacna1d or Chdh,-0.16,-6.44,12.27,1.75
10418410,Prkcd,97.75,97.97,97.31,97.75
10418434,Itih3,-62.21,-40.14,-56.44,-86.39
10418455,Itih1,-43.52,-39.32,-35.04,-57.20
10418475,Spcs1,-86.45,-85.53,-88.68,-84.26
10418480,Gnl3,-69.79,-68.18,-71.61,-69.49
10418498,Rpl7a or Gm11362,2.49,-2.36,-9.87,18.42
10418500,2010107H07Rik,-31.52,-34.45,-28.71,-31.64
10418506,Stab1,-39.52,-25.42,-42.28,-55.53
10418578,Nisch,18.23,22.00,19.55,12.84
10418604,Phf7,76.26,57.79,69.85,89.36
10418616,Dnahc1,-42.09,-37.75,-34.14,-55.72
10418702,Sh3bp5,54.65,31.23,65.13,66.03
10418718,---,-57.58,-50.67,-10.67,-93.40
10418720,Mettl6,57.79,64.96,44.84,62.33
10418729,Colq or Hacl1,-50.74,-39.66,-55.52,-57.26
10418747,Hacl1,-84.76,-88.45,-77.20,-87.99
10418766,Ankrd28,-77.08,-82.81,-75.16,-73.28
10418796,Dph3 or Oxnad1,-58.13,-49.26,-52.98,-69.30
10418804,Timm23,-54.33,-32.05,-62.42,-73.58
10418812,1700024G13Rik,-32.76,-19.95,-34.59,-46.52
10418817,Chat,-31.27,-51.84,40.99,-74.50
10418835,Slc18a3,-16.32,5.47,-31.79,-21.92
10418838,9430077A04Rik,21.45,42.28,3.45,14.78
10418842,3425401B19Rik,-41.56,-44.86,-40.88,-38.72
10418846,3425401B19Rik,-37.12,-56.69,-20.45,-38.69
10418848,Wdfy4,69.53,65.31,71.44,72.05
10418868,Wdfy4,74.96,74.88,75.82,73.63
10418879,Mapk8,-38.47,-60.06,-38.57,-14.09
10418895,Zfp488,7.86,12.73,-0.42,12.25
10418898,Ppyr1,-29.24,-19.38,-25.51,-44.42
10418901,Gprin2,-70.22,-66.19,-75.23,-68.73
10418903,Gprin2,-41.97,-63.90,-17.00,-45.22
10418905,Fam35a,12.00,27.67,7.54,1.97
10418917,Fam25c,-55.81,-47.99,-65.69,-54.60
10418921,Sncg,-59.77,-56.06,-56.80,-66.60
10418927,Bmpr1a,-92.21,-92.86,-87.68,-94.77
10418946,9230112D13Rik,7.90,45.29,32.52,-36.36
10418950,Ldb3,-57.84,-57.33,-51.44,-64.93
10418971,Opn4,33.41,9.00,24.30,61.82
10418982,4930596D02Rik,-25.01,-50.21,-2.93,-23.40
10418986,---,-9.08,-29.91,18.98,-10.84
10418989,---,52.16,35.11,50.43,66.74
10418991,Gcap14,-87.84,-87.00,-89.61,-86.01
10419005,Rgr,-28.08,-25.85,-35.51,-23.30
10419015,Cdhr1,-61.66,-48.85,-52.94,-82.44
10419034,2610528A11Rik,-46.65,-46.10,-40.28,-53.61
10419038,Ghitm,-47.67,-42.64,-56.36,-43.02
10419049,Nrg3,-55.47,-61.91,-60.08,-44.75
10419060,---,-27.04,-40.15,-20.93,-23.77
10419062,Sh2d4b,-20.05,-22.62,-14.29,-23.75
10419073,Tspan14,90.12,90.32,91.72,87.67
10419082,5730469M10Rik,-97.25,-96.31,-98.69,-96.40
10419089,Dydc2,-50.51,-34.93,-38.05,-77.51
10419096,Sftpd,-50.04,-58.51,-35.87,-56.49
10419108,---,-53.30,-53.70,-45.88,-60.25
10419111,Gm10375 or Gm10377 or 1700001F09Rik or Gm3676,-49.00,-48.59,-58.22,-41.83
10419116,Gm10375 or Gm10377 or 1700001F09Rik,-54.33,-32.05,-62.42,-73.58
10419119,---,-54.33,-32.05,-62.42,-73.58
10419122,---,-54.33,-32.05,-62.42,-73.58
10419125,---,-55.86,-28.07,-65.33,-79.05
10419128,Gm10377 or Gm10375 or 1700001F09Rik or Gm3676,-54.33,-32.05,-62.42,-73.58
10419132,Gm10377 or Gm10375 or 1700001F09Rik or Gm3676,-54.33,-32.05,-62.42,-73.58
10419136,Cdv3 or Gm13238,-13.88,-16.25,-11.85,-13.45
10419140,Gm10377 or 1700001F09Rik or Gm3676,-54.33,-32.05,-62.42,-73.58
10419147,Gm10375 or Gm10377 or 1700001F09Rik or Gm3676,-54.33,-32.05,-62.42,-73.58
10419151,Ear1,-20.78,-15.55,-21.22,-28.74
10419154,Ear1 or Ear10 or Ear2 or Ear12 or Ear3,0.93,-2.31,4.78,9.45
10419156,Ear10 or Ear2 or Ear1 or Ear12 or Ear3,-54.33,-32.05,-62.42,-73.58
10419158,Ang6,34.75,17.55,23.08,57.91
10419160,---,-25.13,-8.41,-5.21,-67.11
10419162,4930503E14Rik,-54.33,-32.05,-62.42,-73.58
10419167,Ptgdr,29.94,0.17,26.13,56.49
10419170,Txndc16,44.77,35.03,50.00,47.84
10419198,Ero1l,-20.99,-10.56,-18.44,-34.19
10419216,Gnpnat1 or Styx,-88.85,-92.87,-87.21,-85.78
10419223,Fermt2,-77.90,-87.72,-60.45,-83.93
10419240,Ddhd1,87.07,88.10,85.24,86.79
10419261,Bmp4,-79.22,-72.51,-82.31,-81.98
10419267,Cnih,-41.57,-52.61,-39.51,-31.07
10419274,Gmfb,39.58,21.62,43.47,51.62
10419284,---,57.99,36.82,33.44,86.13
10419286,Gm10371,34.79,36.81,39.33,25.04
10419288,Gch1,35.98,46.30,35.00,24.96
10419296,Wdhd1,-52.14,-57.35,-54.29,-45.51
10419321,---,-29.45,-67.36,-3.66,-38.55
10419323,Dlgap5,-71.46,-72.85,-58.35,-82.03
10419343,Atg14,-34.28,-68.59,-0.57,-21.04
10419354,Map1lc3b,-67.47,-55.86,-78.76,-63.23
10419356,Otx2,-54.15,-30.03,-64.43,-72.33
10419364,---,-32.16,-64.20,-26.21,-15.02
10419366,Gm534,-18.15,-48.12,-0.98,-14.84
10419368,---,-80.17,-75.68,-76.63,-87.46
10419370,Exoc5 or Mudeng,80.70,68.51,77.94,90.25
10419390,---,51.56,84.50,-24.51,58.51
10419392,1700011H14Rik,-36.56,-33.31,-29.28,-49.62
10419399,Slc35f4,-35.68,-16.85,-48.03,-46.97
10419414,---,-74.19,-72.75,-75.67,-73.99
10419416,3632451O06Rik,-89.31,-56.77,-99.00,-95.17
10419426,Olfr722,-63.07,-60.31,-68.00,-60.56
10419429,Olfr723 or Olfr724,-18.53,-17.00,-13.13,-26.64
10419431,Olfr724 or Olfr723,-54.33,-32.05,-62.42,-73.58
10419435,Olfr725,-68.21,-69.98,-54.16,-79.17
10419438,Olfr726,-68.04,-79.46,-55.83,-68.73
10419440,Olfr728,-39.12,-62.82,-26.45,-32.93
10419442,Olfr729,-49.95,-63.96,-40.51,-46.96
10419444,Olfr730,-22.47,-20.88,-4.85,-49.40
10419446,Olfr731,-45.45,-29.04,-65.88,-44.85
10419448,Olfr732,-34.64,-6.11,-20.54,-85.44
10419450,Olfr733,-41.77,-37.28,-68.16,-24.99
10419452,Olfr734,-51.35,-24.84,-70.22,-65.60
10419454,Olfr735,-0.53,-12.33,43.01,-9.41
10419456,Olfr747,-64.27,-55.82,-69.05,-66.82
10419458,Olfr749,-37.29,-25.63,-14.65,-83.99
10419460,Ttc5,80.62,62.17,76.40,93.62
10419465,Ccnb1ip1,-43.99,-28.86,-47.66,-58.12
10419469,Rpph1,87.29,90.07,86.74,85.62
10419471,Tep1,88.27,85.05,88.61,90.85
10419525,A930018M24Rik or Klhl33,-33.99,-23.12,-31.80,-50.38
10419532,Osgep,9.58,-14.32,21.18,23.23
10419542,Tmem55b or Apex1,95.44,96.70,96.46,92.11
10419551,Ccdc12,29.75,27.09,31.37,30.27
10419553,Rnase9,-20.01,-29.42,-25.99,-7.31
10419557,Rnase11,6.25,-10.53,49.71,-13.08
10419559,Rnase12,-19.84,-16.56,-15.50,-30.96
10419561,Olfr750,-51.15,-14.87,-86.91,-45.85
10419563,Rnase1,-65.75,-91.29,-30.53,-72.73
10419566,Ang2,-28.98,-44.05,-1.22,-50.94
10419568,Ear11,-40.47,-33.91,-78.85,-20.94
10419570,Gm5800,-23.65,-13.42,-19.23,-44.85
10419575,Ang4,-27.59,-40.09,-13.79,-29.18
10419578,Ndrg2,-95.27,-94.91,-96.02,-94.88
10419594,Rnase13,26.10,19.20,-1.45,54.30
10419596,Zfp219 or Arhgef40,-69.59,-63.71,-77.77,-65.35
10419604,Olfr221,5.27,4.71,-2.53,15.19
10419607,Hnrnpc,-47.31,-74.52,-26.13,-37.72
10419611,Supt16h or Rpgrip1,40.22,42.74,46.57,30.23
10419638,Chd8,58.37,51.58,63.89,59.02
10419674,Snord8,70.52,66.76,64.66,78.05
10419676,Rab2b,-72.31,-85.70,-46.21,-76.96
10419691,Mettl3 or Tox4,-2.97,11.22,0.66,-20.15
10419704,Sall2,-63.42,-54.49,-56.54,-78.82
10419709,Olfr1513 or Olfr1512,-68.53,-77.49,-60.29,-67.13
10419711,Psma3,-54.33,-32.05,-62.42,-73.58
10419713,Olfr1512,-24.83,-10.86,-14.46,-56.20
10419715,Olfr1511 or Olfr1510,15.87,62.71,39.83,-51.84
10419717,Olfr1510,-45.98,-41.77,-37.56,-58.74
10419719,Olfr1508,-50.52,-19.70,-88.94,-51.03
10419723,Olfr1507,-48.74,-50.10,-47.75,-48.00
10419726,---,6.82,-1.19,8.33,14.56
10419729,Nrbf2,-54.33,-32.05,-62.42,-73.58
10419731,Nrbf2,-54.33,-32.05,-62.42,-73.58
10419733,A630038E17Rik,-73.28,-64.39,-55.59,-93.82
10419736,Dad1,-91.50,-91.96,-94.85,-85.51
10419742,Olfr49,-32.60,-33.93,-10.25,-58.87
10419744,Slc7a7 or Oxa1l,43.69,49.19,36.46,44.30
10419757,Gm10366,-46.49,-45.81,-49.14,-45.46
10419759,Prmt5,-80.88,-85.00,-74.17,-82.10
10419779,Haus4,-65.71,-57.62,-69.90,-70.00
10419790,Jub,-84.88,-93.31,-73.42,-83.82
10419803,4931414P19Rik,46.76,52.81,33.88,54.00
10419810,Psmb5,-93.27,-93.68,-94.76,-91.47
10419814,Cdh24,-56.71,-59.93,-60.33,-49.73
10419825,Acin1,64.80,69.03,66.66,58.47
10419850,Cebpe,-18.87,-16.52,-33.34,-11.03
10419854,Slc7a8,10.88,5.44,14.07,12.54
10419867,Homez,-18.74,-18.86,-4.44,-32.05
10419872,Ppp1r3e,-6.07,9.94,-6.46,-20.19
10419874,Slc22a17,-79.44,-67.75,-83.01,-86.58
10419892,Efs,-69.59,-61.60,-54.53,-87.56
