Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II-,Sample_,Sample_,Sample_
10538126,Gimap4,-65.80,-63.97,-47.16,-94.97
10538135,Gimap7,-43.93,-33.87,-54.42,-45.63
10538138,Gimap1,-92.17,-93.57,-83.76,-96.06
10538142,Gimap5 or Gimap1,-77.88,-76.38,-56.34,-94.50
10538148,---,-41.15,-37.42,-13.73,-79.26
10538150,Tmem176a,12.84,1.15,18.83,17.52
10538159,---,-6.84,34.70,-1.92,-47.55
10538163,Abp1,-38.33,-51.07,-29.72,-36.23
10538169,1600015I10Rik,-35.82,-39.58,-22.09,-50.27
10538174,Doxl2,-36.89,-37.24,-41.84,-32.16
10538179,Svs1,20.53,-8.02,59.74,1.95
10538187,Gpnmb,-30.63,-51.97,-21.99,-25.92
10538201,2410003K15Rik,-56.82,-47.14,-69.05,-53.37
10538206,Ccdc126,-25.35,-28.48,-27.81,-19.20
10538214,D330028D13Rik,-96.14,-99.54,-77.07,-98.61
10538222,Stk31,-52.44,-54.52,-34.77,-70.06
10538247,Npy,-72.09,-68.06,-59.30,-86.41
10538253,Mpp6,16.09,2.86,20.50,26.01
10538269,Dfna5,9.97,-18.66,40.16,15.28
10538271,---,-65.73,-39.72,-66.93,-87.02
10538273,BC022713,-32.93,-35.63,-42.45,-23.23
10538275,Nfe2l3,-9.27,-40.02,36.31,-12.22
10538282,Cbx3,-54.33,-32.05,-62.42,-73.58
10538290,Snx10,86.04,89.21,82.03,85.73
10538299,Hoxa3 or 5730446D14Rik,-23.57,-5.37,-31.27,-39.65
10538305,---,-32.69,-22.29,-37.10,-38.88
10538307,---,-10.62,-6.65,-12.95,-12.55
10538310,Evx1,-8.92,61.16,-54.11,-32.17
10538318,Tax1bp1,66.87,81.82,53.96,57.32
10538338,Creb5 or 9430076C15Rik,-68.77,-76.15,-57.68,-73.24
10538352,---,-24.06,-19.65,-13.17,-40.71
10538354,Tril,-52.41,-62.04,-40.40,-54.81
10538356,Chn2 or 9130019P16Rik,-26.65,-20.96,-26.22,-33.83
10538373,Prr15,-85.99,-74.08,-85.48,-94.15
10538377,Wipf3,-33.51,-37.66,-12.90,-51.94
10538394,Plekha8,-81.45,-76.14,-82.73,-85.29
10538408,2410066E13Rik,-86.83,-88.02,-79.94,-91.00
10538413,Znrf2,66.62,66.48,65.68,67.61
10538420,Gars,-46.93,-41.60,-44.95,-54.52
10538438,Fam188b,-43.83,-64.87,-0.19,-64.09
10538459,Aqp1,-62.22,-54.10,-63.13,-69.28
10538466,Ghrhr,25.43,30.45,41.09,5.90
10538482,Adcyap1r1,-78.09,-75.06,-66.45,-91.20
10538503,Ccdc129,-37.20,-12.94,-60.38,-50.29
10538519,Ppp1r17,-46.61,-69.67,-43.53,-30.83
10538526,Avl9,50.82,49.96,50.64,51.72
10538545,Gm10209,-25.83,-6.37,-28.37,-44.57
10538547,Fkbp9,-82.61,-85.64,-65.64,-94.90
10538558,Vmn1r4,-11.97,2.56,-33.52,-12.65
10538560,Vmn1r5,-17.47,1.79,-17.20,-46.80
10538563,Vmn1r6,-42.45,-47.28,-21.40,-64.86
10538567,Vmn1r8,-52.74,-78.86,-12.17,-77.82
10538569,Vmn1r9 or Vmn1r10,-20.73,-29.26,-7.59,-30.80
10538571,Vmn1r10 or Vmn1r9,-54.33,-32.05,-62.42,-73.58
10538573,Vmn1r11,-25.20,-41.08,-8.90,-33.49
10538575,---,-63.85,-78.04,-38.57,-75.00
10538578,Vmn1r13,-19.41,-68.40,-2.65,-11.23
10538580,Vmn1r14,-39.24,-47.91,-23.14,-48.92
10538582,Vmn1r15,-48.05,-63.10,-2.97,-88.63
10538584,---,-26.88,-14.25,-26.09,-42.48
10538586,Vmn1r19,-20.17,-12.80,-30.43,-20.02
10538588,Vmn1r20 or Vmn1r27,-49.69,-83.57,-25.57,-45.43
10538590,Herc6,82.91,86.22,81.37,80.49
10538617,Lancl2,-23.30,-29.84,-15.52,-25.29
10538629,Rps15 or LOC100046223,-45.34,-50.04,-67.55,-9.51
10538631,Vmn1r28,-40.96,-25.74,-41.99,-57.04
10538636,Vmn1r29,-21.76,-7.28,-27.16,-35.81
10538638,---,-5.61,-2.32,-6.09,-8.44
10538640,Abcg2,-70.47,-69.63,-70.16,-72.40
10538658,Herc3,-68.46,-87.37,-61.47,-51.83
10538684,Tigd2,3.81,-24.92,30.93,17.76
10538689,---,-61.25,-51.68,-33.52,-96.32
10538695,Gm5570,-66.09,-96.41,-48.54,-43.57
10538704,---,24.80,43.35,-12.46,40.22
10538706,Mmrn1,-41.82,-50.07,-19.85,-68.26
10538715,Fam190a,-62.24,-57.31,-54.58,-73.09
10538732,Grid2,-54.49,-48.63,-58.42,-56.63
10538749,---,-40.67,-57.94,-2.72,-77.31
10538751,Atoh1,-66.09,-44.10,-60.39,-88.20
10538753,Atoh1,80.88,82.06,80.21,79.89
10538755,Smarcad1,-3.09,-3.91,-11.82,6.76
10538781,Gm8479,3.16,-2.39,44.97,-9.37
10538783,C130060K24Rik,-31.98,-43.22,-18.88,-36.23
10538791,Tnip3,-15.96,-14.78,-15.72,-17.67
10538802,A930038C07Rik,-27.11,-21.69,-25.16,-38.08
10538808,---,45.09,56.20,31.99,44.54
10538811,Prdm5,-55.39,-53.29,-49.78,-62.96
10538829,4930544G11Rik,-27.51,-32.57,-30.95,-19.88
10538832,Mad2l1 or LOC100045924,-91.46,-89.69,-94.30,-89.72
10538840,Vmn1r37 or Vmn1r36 or Vmn1r35 or Vmn1r34,-48.24,-41.67,-41.30,-62.90
10538842,Gng12,-29.10,-29.39,-31.24,-26.17
10538848,---,-12.58,-23.70,-14.19,-4.48
10538850,---,82.40,69.34,91.44,80.33
10538852,A430010J10Rik,-40.60,-28.14,-37.08,-59.09
10538855,---,-55.30,-60.51,-55.70,-47.90
10538857,Serbp1,4.56,-1.81,-1.85,17.96
10538868,---,-33.06,-30.21,-27.68,-40.94
10538871,Igkv1-133 or Igkv1-135,-62.43,-39.53,-73.46,-80.64
10538873,---,-44.77,-62.18,-37.27,-36.32
10538875,---,-28.23,-29.99,-17.38,-40.79
10538878,---,-65.00,-49.54,-98.59,-28.82
10538880,Igk-V1 or Igkv9-120,-71.63,-68.39,-66.81,-80.23
10538882,---,-51.15,-65.97,-55.60,-34.99
10538885,---,-43.77,-47.16,-58.81,-28.26
10538887,---,-35.61,-47.28,-21.73,-41.18
10538890,LOC641050,-54.33,-32.05,-62.42,-73.58
10538892,LOC641050,-54.33,-32.05,-62.42,-73.58
10538901,BC005685,-54.33,-32.05,-62.42,-73.58
10538903,Igkv4-53,-40.50,-36.34,-30.25,-59.51
10538921,---,-62.25,-47.25,-67.94,-71.93
10538924,---,-34.79,-37.84,-35.42,-31.18
10538927,Amd1 or Amd2,-50.68,-26.01,-60.01,-73.63
10538929,---,-31.49,-10.99,-61.97,-28.50
10538932,Amd1 or Amd2,-54.33,-32.05,-62.42,-73.58
10538934,---,36.56,50.49,52.66,-5.74
10538936,---,-29.94,-13.53,-37.76,-42.59
10538939,Eif2ak3,93.46,89.04,95.04,94.35
10538957,Eif2ak3 or Tbrg4,-54.33,-32.05,-62.42,-73.58
10538959,Foxi3,-22.85,-23.94,-15.18,-31.26
10538963,Rpl34-ps1 or Rpl34,-54.33,-32.05,-62.42,-73.58
10538965,Fabp1,-43.60,-31.39,-66.03,-39.65
10538970,Krcc1,38.73,24.28,40.13,51.58
10538975,Gm1070,-14.84,-10.41,-14.52,-21.12
10538979,Cd8b1,-72.20,-76.29,-61.32,-78.93
10538993,Cd8a,-64.32,-58.56,-60.39,-73.95
10539002,Rnf103,-49.69,-65.72,-49.60,-26.34
10539008,Chmp3,61.18,69.82,59.19,52.62
10539015,---,74.87,60.06,57.39,94.76
10539017,Reep1,-85.65,-70.12,-66.69,-99.21
10539026,Immt,-37.75,-37.88,-39.46,-35.08
10539042,Polr1a,-37.07,-38.01,-34.78,-38.29
10539080,St3gal5,-26.29,-22.33,-31.21,-24.76
10539091,Sftpb,-40.42,-32.59,-52.94,-37.32
10539104,0610030E20Rik,64.61,77.75,37.08,74.96
10539111,Tmem150a,-81.18,-75.15,-95.11,-63.10
10539119,Ggcx,-44.87,-57.72,-36.59,-40.71
10539135,Capg,79.54,80.72,77.20,80.65
10539143,Retsat,-66.97,-60.75,-68.06,-72.08
10539156,Gm15401,-43.32,-24.22,-56.96,-53.93
10539159,Suclg1,-87.75,-92.97,-88.56,-77.48
10539169,Lrrtm1,-61.43,-77.40,-44.73,-63.22
10539177,Eif4a3 or Gm8994 or Gm5576,-13.87,3.84,-32.69,-12.83
10539179,Reg3b,-35.82,-18.08,-52.96,-45.10
10539186,Reg3a,-39.60,-22.79,-23.13,-82.63
10539194,Reg2,-16.81,-28.12,-7.21,-27.99
10539200,Reg1,-59.88,-87.12,-28.38,-65.39
10539207,---,-70.68,-51.78,-70.37,-87.40
10539209,---,-81.91,-94.36,-83.83,-55.01
10539211,Lrrtm4,-42.07,-41.97,-25.00,-64.76
10539218,---,-70.34,-69.57,-60.82,-81.06
10539220,AW146020 or Mrpl19,-37.16,-46.92,-25.08,-38.42
10539238,Fam176a,-55.75,-34.25,-64.41,-70.84
10539242,---,-16.66,-32.08,-5.25,-13.94
10539244,Tacr1,-50.36,-64.51,-19.01,-70.78
10539251,D6Mm5e,-22.71,-21.08,-17.38,-29.88
10539263,Loxl3 or Htra2,-65.52,-65.79,-78.54,-51.51
10539279,Aup1 or Htra2,89.24,88.34,91.11,88.57
10539295,Dqx1,-15.50,-14.09,-11.40,-21.34
10539310,Pcgf1,-3.32,9.81,-6.75,-10.18
10539316,Lbx2,2.39,29.31,17.75,-29.75
10539321,Ccdc142 or Mrpl53,33.41,48.53,9.21,38.43
10539337,Mogs,34.02,35.60,38.17,27.85
10539342,Rtkn or Wdr54,-86.06,-74.39,-91.59,-89.72
10539358,1700003E16Rik,-97.24,-95.88,-94.89,-99.06
10539364,Dctn1,26.08,24.47,27.96,25.58
10539393,Slc4a5,-69.37,-61.58,-88.50,-54.86
10539421,Mob1a,94.87,93.86,95.87,94.66
10539433,Mob1a,-54.33,-32.05,-62.42,-73.58
10539435,Bola3,-99.32,-99.55,-99.46,-98.31
10539441,B230319C09Rik,-9.94,-7.70,-7.81,-14.47
10539444,Vax2,-36.82,-29.15,-41.72,-40.99
10539449,Atp6v1b1,-28.70,-21.73,-35.80,-30.38
10539465,Ankrd53,-31.28,-40.03,-13.77,-41.32
10539472,Nagk,-36.27,-36.60,-19.68,-49.83
10539484,Rpl18,42.89,32.58,46.27,50.00
10539486,Zfml,97.28,96.21,95.96,98.66
10539517,Dysf,-68.96,-76.21,-67.88,-63.66
10539574,Npm3-ps1 or Npm3,-77.66,-81.38,-65.05,-83.93
10539577,Spr,14.80,15.51,16.26,12.64
10539579,Gm5878,-11.27,-12.17,-5.01,-21.59
10539581,---,-10.36,2.84,11.46,-43.51
10539584,Emx1,21.18,48.69,27.99,-12.11
10539588,Noto,-39.57,-27.72,-9.61,-77.29
10539592,Smyd5,-60.27,-73.31,-55.51,-47.39
10539606,Cct7,-22.56,-29.39,-31.20,-5.84
10539617,Alms1,-56.43,-73.50,-46.54,-50.05
10539632,Alms1-ps2 or Alms1,-65.08,-54.49,-78.25,-61.44
10539640,Alms1-ps2 or Alms1,-54.33,-32.05,-62.42,-73.58
10539649,Ptges3 or LOC100048119 or Gm9769,-55.34,-23.07,-65.49,-79.09
10539653,Tprkb,-55.74,-60.88,-51.00,-56.02
10539665,Figla,-20.13,-30.60,-0.26,-32.14
10539669,Add2,-41.34,-26.16,-49.05,-51.84
10539692,Tgfa,-47.97,-84.43,-18.96,-40.19
10539700,Rps28,-54.33,-32.05,-62.42,-73.58
10539702,Fam136a,-91.25,-93.77,-92.01,-86.12
10539705,Snrpg,-76.79,-81.77,-84.94,-60.18
10539710,Tia1,29.46,15.33,37.53,36.36
10539727,C87436,93.51,89.28,95.49,94.82
10539739,Asprv1,-44.63,-53.68,-39.67,-42.37
10539741,Aak1,-43.35,-42.25,-46.10,-42.08
10539766,Aak1,-26.73,-29.37,-19.59,-30.97
10539769,Nfu1,-63.75,-74.04,-60.56,-55.97
10539773,Gfpt1,-12.45,-20.93,-3.55,-13.24
10539795,Gkn2,-39.99,-64.79,-22.70,-39.04
10539802,Bmp10,-42.37,-47.52,-28.98,-54.88
10539805,E230015B07Rik,-12.98,-8.93,-21.30,-9.94
10539810,Ccdc48,-36.67,-51.15,-31.56,-27.75
10539813,Ccdc48,-18.17,-31.26,-12.91,-11.82
10539818,Gp9,-25.33,-38.00,-14.79,-26.89
10539822,Copg,-21.85,-17.15,-16.20,-32.35
10539850,8430410A17Rik,-98.09,-97.93,-97.46,-98.49
10539857,Gm5577 or Rab7,61.72,61.72,68.95,52.80
10539861,Rpn1,-12.11,-25.73,-1.86,-7.59
10539873,Gata2,-76.80,-92.82,-60.61,-68.69
10539880,Dnajb8 or 1700031F10Rik,-37.64,-55.56,-19.91,-45.80
10539882,Ruvbl1,-63.37,-62.21,-64.53,-62.84
10539894,Mgll,-89.46,-90.49,-84.15,-92.53
10539905,Podxl2 or Gm15612,12.97,-29.98,53.60,19.59
10539907,Tpra1,14.21,3.13,14.43,23.86
10539921,4933427D06Rik,-44.30,-41.67,-35.42,-57.49
10539927,Gm1965,-27.92,-20.20,-26.38,-37.85
10539931,Gm1965,-34.95,-27.21,-33.28,-46.13
10539933,Txnrd3,-76.65,-66.27,-73.21,-87.97
10539952,Vmn1r40,-0.32,28.56,-5.12,-7.17
10539954,Vmn1r41,-48.91,-57.78,-35.19,-55.94
10539957,Vmn1r44,-42.80,-65.12,-16.53,-50.81
10539960,---,56.63,67.22,71.59,11.32
10539963,Vmn1r46,-12.11,0.29,-20.31,-19.58
10539965,Vmn1r47,-27.06,11.51,-50.19,-41.93
10539967,Vmn1r50,-16.23,-15.83,-4.96,-30.99
10539969,Vmn1r51,-1.04,27.05,-0.43,-10.39
10539973,Vmn1r45 or Vmn1r48,-23.16,-19.59,-13.12,-42.77
10539975,Vmn1r52,22.63,-9.03,64.66,-0.22
10539977,V1ra8,-51.67,-63.43,-6.20,-92.34
10539979,---,-36.32,-29.10,-24.39,-60.20
10539981,Vmn1r54,-54.23,-18.79,-72.22,-70.98
10539983,BC048671,-24.90,-21.69,-13.94,-46.81
10539990,Uroc1,-34.62,-24.53,-36.67,-44.29
10540012,Zxdc,20.92,33.10,7.29,21.87
10540028,Klf15,-74.79,-64.27,-65.84,-90.37
10540034,Aldh1l1,-85.03,-86.91,-71.30,-93.71
10540059,Slc41a3,15.38,-0.94,29.83,17.38
10540072,Ppp1r2 or Ppp1r2-ps3,-54.33,-32.05,-62.42,-73.58
10540075,Hdac11,-88.67,-95.85,-69.99,-92.60
10540085,Fbln2,-74.84,-66.66,-89.96,-62.02
10540105,Tmem43,79.27,69.38,82.90,84.30
10540118,Lsm3,-75.02,-79.81,-78.99,-65.17
10540122,Slc6a6,34.60,21.51,42.10,39.28
10540141,C130022K22Rik,40.91,32.98,20.03,62.25
10540148,4930590J08Rik,-32.98,-34.70,-29.25,-35.17
10540168,Fgd5,-66.02,-61.38,-49.11,-86.25
10540191,Nr2c2,31.29,8.01,42.99,42.22
10540207,Adamts9,-75.27,-76.34,-43.60,-94.16
10540213,---,-24.26,-44.63,-1.23,-29.50
10540215,Slc25a26,-67.66,-79.65,-77.00,-34.72
10540227,Kbtbd8,-14.01,-27.31,-8.21,-8.21
10540231,---,38.42,40.80,53.50,17.93
10540233,Fam19a1,-46.87,-34.71,-30.71,-78.88
10540241,Arl6ip5,31.27,12.25,37.71,42.95
10540248,Mitf,16.99,28.82,8.38,14.25
10540265,Mitf,-13.44,-29.86,-32.32,0.00
10540267,---,-18.99,-2.43,-6.48,-56.29
10540269,Gpr27,-43.70,-19.46,-64.59,-49.02
10540271,---,-23.88,-35.87,-11.10,-24.99
10540273,Ube2v2,-54.33,-32.05,-62.42,-73.58
10540275,Gxylt2,-91.84,-86.70,-75.64,-99.16
10540283,Ppp4r2,42.58,34.12,36.89,59.91
10540287,---,1.31,-7.92,20.22,1.26
10540289,Gm9871,-56.64,-73.17,-52.46,-43.53
10540296,---,-17.01,-8.44,-46.00,1.64
10540298,Chl1,-80.43,-69.17,-81.61,-88.65
10540333,Cntn6,-33.38,-23.37,-29.47,-49.84
10540359,Cntn4,-70.28,-74.24,-69.79,-66.97
10540391,Trnt1 or Crbn,-14.75,-4.37,-14.55,-26.54
10540401,Lrrn1,-89.06,-83.35,-95.14,-85.28
10540405,Setmar,24.27,45.04,43.43,-20.20
10540408,Itpr1,86.50,86.34,87.44,85.93
10540472,Bhlhe40,-63.53,-68.05,-64.02,-58.02
10540480,Arl8b,-32.68,-29.85,-42.57,-26.46
10540493,Edem1,88.21,88.59,88.18,87.47
10540507,H3f3a,-54.33,-32.05,-62.42,-73.58
10540509,Grm7,-56.48,-32.90,-75.05,-66.06
10540523,Lmcd1,-62.82,-62.12,-60.36,-66.29
10540531,---,-54.33,-32.05,-62.42,-73.58
10540533,Cav3,-36.65,-34.42,-31.54,-44.24
10540537,---,74.08,64.26,88.24,65.77
10540540,Brox,52.90,44.01,64.66,50.00
10540542,---,-24.86,-26.80,-53.42,4.63
10540544,Thumpd3,21.52,17.44,25.84,21.40
10540554,Setd5,33.02,34.17,26.75,38.58
10540579,Mtmr14,-36.88,-57.31,-15.07,-32.65
10540599,Cpne9,-29.80,-19.23,-30.48,-43.58
10540622,Brpf1,97.41,98.31,95.37,97.81
10540639,Ogg1,8.72,-2.82,18.93,10.52
10540650,Arpc4 or Ttll3,85.21,85.96,86.23,82.01
10540659,Ttll3 or Arpc4,88.32,93.61,85.46,80.17
10540676,Jagn1,-85.87,-80.58,-96.21,-77.89
10540679,Il17re,-56.29,-51.36,-56.14,-61.67
10540705,Il17rc,-76.35,-82.38,-66.51,-78.72
10540727,Creld1,-92.95,-97.48,-75.22,-95.71
10540738,Fancd2,-76.01,-75.47,-72.48,-80.65
10540785,6720456B07Rik,14.92,-0.51,21.90,22.12
10540790,Vhl,-6.10,-1.27,-18.09,2.96
10540795,Irak2,58.01,65.90,49.96,57.10
10540812,Tatdn2,45.73,41.49,56.35,39.48
10540822,Slc6a11,-37.34,-36.88,-21.73,-59.46
10540838,Slc6a1,-31.54,-18.62,-42.38,-39.19
10540855,Hrh1,-41.46,-44.69,-65.17,-11.06
10540860,Atg7,96.85,97.02,97.40,96.35
10540880,Syn2,-82.78,-62.96,-97.15,-73.93
10540897,Pparg,-17.22,-19.92,-15.47,-16.36
10540911,Tsen2,-89.84,-85.34,-91.80,-91.40
10540923,Mkrn2,-78.70,-84.79,-65.41,-82.93
10540931,Raf1,82.47,85.22,72.27,86.71
10540935,Cand2,-80.74,-73.54,-87.05,-80.16
10540952,Ift122,-93.91,-95.47,-96.74,-86.15
10540984,Rho,-23.97,-16.58,-12.61,-53.14
10540991,Rho,-41.52,-52.42,-26.21,-48.99
10540993,H1foo,-34.97,-42.77,-25.98,-37.77
10540999,H2afz,-54.33,-32.05,-62.42,-73.58
10541002,D6Wsu116e,96.63,97.03,96.71,96.08
10541034,Zfand4,54.60,28.15,64.35,60.88
10541049,March8,-22.24,-18.88,-22.46,-26.08
10541061,Olfr211,-14.23,-20.11,7.99,-30.22
10541063,Olfr212,-24.61,-10.46,-31.15,-34.21
10541065,Olfr213,-24.64,-37.60,-32.37,-6.71
10541067,Eif4a3 or Gm8994 or Gm5576,-54.33,-32.05,-62.42,-73.58
10541069,Olfr214,-24.66,-12.31,-50.69,-17.52
10541071,8430408G22Rik,8.79,9.14,22.19,-0.59
10541075,Cxcl12,-65.81,-64.37,-50.14,-85.09
10541083,Gm9946,13.16,34.08,21.71,-12.11
10541089,2900097C17Rik,-54.33,-32.05,-62.42,-73.58
10541091,Gemin6,-90.77,-82.94,-97.61,-90.67
10541094,Zfp637,-25.72,-21.61,-42.29,-13.15
10541098,Zfp239,-72.36,-91.33,-60.94,-59.93
10541104,Hnrnpf,-54.33,-32.05,-62.42,-73.58
10541112,Hnrnpf or Lasp1,-11.86,-20.90,-21.80,8.78
10541114,Rasgef1a,-86.15,-58.82,-92.54,-96.44
10541127,---,-50.53,-91.67,9.80,-50.31
10541129,---,-54.33,-32.05,-62.42,-73.58
10541131,Dcp1b,34.79,23.35,53.65,21.53
10541144,Cacna2d4,-22.99,-23.06,-19.22,-27.73
10541182,Fbxl14,61.26,63.22,59.50,61.01
10541184,---,77.99,73.47,85.20,73.26
10541186,3110021A11Rik,-62.79,-82.65,-34.06,-64.69
10541188,---,8.93,-37.45,8.02,57.53
10541191,Rad52,17.80,19.04,19.15,15.14
10541206,Ninj2,-52.17,-75.87,-26.06,-56.00
10541214,B4galnt3,7.32,54.84,16.26,-39.61
10541216,Kdm5a,59.60,53.99,62.59,61.16
10541246,Il17ra,99.24,99.52,98.76,99.33
10541260,Cecr2,-86.93,-70.13,-91.20,-93.74
10541268,Slc25a18,-7.25,-5.43,-6.59,-9.46
10541279,Bcl2l13,40.60,49.31,35.41,36.79
10541288,Gm9878,1.00,15.33,-14.45,15.73
10541290,Pex26,-4.49,19.41,-23.87,-1.86
10541301,Tuba8,-72.85,-68.21,-74.29,-77.01
10541307,Usp18,52.27,56.32,50.64,49.83
10541318,Slc6a13,-69.75,-81.02,-51.93,-74.73
10541333,Slc6a12,-56.76,-73.94,-41.98,-54.37
10541349,---,-27.94,-23.33,-46.36,-14.56
10541354,A2m,-35.52,-38.26,-32.15,-36.03
10541389,---,-33.45,-12.23,-41.06,-67.91
10541410,Mug1,-42.79,-24.66,-64.72,-45.73
10541426,Mug2,-32.20,-44.62,-21.44,-34.39
10541441,Gm10319,-49.94,-49.88,-60.82,-39.92
10541446,Mug2,-32.79,-39.26,-24.09,-36.96
10541448,Mug-ps1 or Mug2 or Mug1 or Gm10319,-36.87,-40.49,-35.69,-34.97
10541480,Mug-ps1 or Mug1,-26.93,-25.57,-33.92,-22.70
10541482,Nhp2l1,-54.33,-32.05,-62.42,-73.58
10541484,M6pr or M6pr-ps,50.64,55.69,50.50,45.01
10541491,1700063H04Rik,-39.22,-30.84,-66.65,-21.40
10541494,Rps27a,-54.33,-32.05,-62.42,-73.58
10541496,Mfap5,-72.34,-72.01,-64.82,-80.45
10541507,Aicda,-57.96,-50.55,-63.79,-59.65
10541513,---,-41.09,-46.47,-38.37,-39.11
10541515,Dppa3,-48.04,-29.10,-71.39,-46.13
10541520,Rps15 or LOC100046223,-44.22,-10.71,-54.22,-67.62
10541522,Rps2,-54.33,-32.05,-62.42,-73.58
10541524,Nanog,-69.19,-80.55,-69.50,-58.05
10541532,Foxj2,68.19,70.26,66.15,68.82
10541545,Necap1,40.91,37.60,31.47,51.68
10541555,Clec4a1,97.99,97.68,97.78,98.69
10541564,Clec4a3,96.19,94.77,96.72,97.17
10541575,Clec4a4,65.94,55.90,61.57,76.42
10541581,Clec4b1,70.19,59.49,70.83,75.41
10541587,Clec4a2,61.81,63.13,49.88,71.08
10541599,Clec4b2,-17.90,-16.50,-22.49,-16.10
10541605,Clec4n,65.21,72.42,60.08,61.88
10541614,Clec4d,28.77,41.43,13.17,25.96
10541623,Vmn2r19,-72.89,-75.32,-92.31,-42.52
10541625,Vmn2r19,-36.63,-24.30,-41.46,-48.39
10541627,---,-54.33,-32.05,-62.42,-73.58
10541629,Vmn2r23,-37.78,-22.81,-36.32,-54.82
10541632,Vmn2r23,45.92,6.31,80.17,9.83
10541634,Vmn2r24,-36.43,-51.79,45.39,-90.10
10541636,Vmn2r26,-28.36,-24.37,-23.16,-37.87
10541642,Vmn2r26,-60.59,-81.92,-38.61,-53.90
10541644,Cd163,-11.92,-13.33,-9.27,-13.14
10541665,---,-30.63,-44.68,-12.13,-34.99
10541670,C1rl,19.90,25.20,19.58,13.32
10541678,C1ra,-24.84,-24.02,-24.66,-26.27
10541683,C1rb or C1ra,-14.54,-11.77,-12.80,-19.08
10541695,Lpcat3,-54.45,-65.43,-45.00,-53.61
10541711,Phb2,-79.37,-83.89,-76.47,-78.41
10541721,Spsb2,16.44,41.98,3.40,1.23
10541729,Cdca3,-80.35,-81.40,-89.14,-67.90
10541738,A230083G16Rik,-12.96,-4.64,4.32,-38.00
10541741,Mlf2,-23.52,-16.33,-22.63,-30.43
10541751,---,44.44,46.26,51.03,33.50
10541753,C530028O21Rik,-63.89,-44.13,-61.89,-84.65
10541762,Zfp384,62.35,61.94,58.33,66.34
10541771,Ing4,11.11,-2.26,32.62,1.04
10541785,Acrbp or Ing4,85.40,80.63,90.76,81.82
10541799,Lpar5,67.12,32.42,82.29,75.54
10541803,Chd4,39.40,34.43,49.87,32.07
10541845,Nop2,-36.72,-31.31,-25.70,-55.73
10541862,Iffo1,92.74,83.91,96.01,94.90
10541873,Mrpl51,-89.73,-85.36,-96.17,-80.06
10541877,Vamp1,-3.63,-6.72,-1.40,-3.51
10541885,Scnn1a,-7.53,-6.87,-8.15,-7.64
10541895,Tnfrsf1a,97.56,98.69,95.04,97.79
10541910,Vwf,-56.02,-51.28,-45.30,-72.71
10541968,Ano2,-61.59,-33.41,-64.30,-86.82
10541998,Akap3,-23.20,-29.47,-24.77,-16.69
10542006,D6Wsu163e,0.16,-20.59,2.27,22.26
10542021,---,-86.11,-75.64,-99.04,-58.77
10542023,Fgf6,35.63,63.28,-7.52,42.90
10542028,Fgf23,-3.40,-3.79,-4.77,-1.56
10542034,---,-36.67,-32.55,-40.87,-36.33
10542036,---,-6.65,10.31,-30.60,0.92
10542038,Hmgb1,-54.33,-32.05,-62.42,-73.58
10542040,Parp11,65.03,73.35,66.51,51.18
10542050,Efcab4b,-4.45,-8.99,-2.01,-2.63
10542060,---,19.42,23.76,30.55,4.94
10542066,Tspan11,-47.12,-23.28,-42.29,-78.61
10542077,Rpl18,-54.33,-32.05,-62.42,-73.58
10542079,Foxm1 or 4933413G19Rik,-71.18,-80.26,-63.88,-68.42
10542093,Nrip2,-38.92,-32.34,-38.58,-46.59
10542104,Gm10069,-51.16,-62.06,-17.59,-70.46
10542108,Tom1,67.13,76.58,60.97,62.30
10542112,Clec2h,-15.61,-15.69,-7.28,-35.12
10542120,Clec2i,58.58,43.64,60.10,73.02
10542129,Clec2g,82.97,71.49,87.89,84.94
10542140,Klrb1f,61.38,64.72,56.42,62.46
10542150,Klrb1-ps1,-47.34,-62.32,-50.22,-30.83
10542156,Clec2d,40.09,27.78,39.98,54.45
10542164,Clec12a,64.02,56.46,66.30,70.71
10542172,Clec1b,-13.96,-9.37,-11.02,-25.81
10542181,Clec9a or Clec1b,-12.40,-24.49,-24.78,-0.75
10542192,D630042F21Rik,-59.22,-63.84,-43.24,-70.30
10542200,Gabarapl1,-78.22,-78.81,-79.95,-76.42
10542205,Klre1,-51.65,-37.86,-67.02,-52.60
10542214,Klrd1,-35.39,-35.91,-37.46,-33.02
10542221,Mir680-1,-27.21,-35.18,-20.74,-25.62
10542223,5430401F13Rik,-60.71,-42.19,-58.22,-81.05
10542229,---,-51.59,-60.07,-50.41,-43.92
10542231,Prh1 or Prp2,-7.98,-15.76,2.12,-10.61
10542237,---,-26.50,-4.05,-50.28,-32.18
10542239,Prp2,-2.89,32.11,-18.60,-15.25
10542241,Tas2r120,45.17,81.58,70.09,-57.48
10542243,Tas2r124,-76.66,-79.86,-63.86,-84.96
10542245,Tas2r102,47.97,48.66,71.56,-0.12
10542247,Tas2r117,-44.48,-65.41,-24.88,-50.18
10542249,Tas2r123,-24.66,-15.87,-32.01,-26.20
10542251,Tas2r116,-30.01,-39.68,-34.56,-16.97
10542253,Tas2r110,7.90,-19.21,40.84,12.07
10542255,Tas2r113,-16.68,-43.16,23.82,-25.37
10542257,Tas2r125,13.82,33.16,36.44,-15.68
10542259,Tas2r129,-46.95,-61.72,-36.49,-42.47
