Probeset_ID,Gene Symbol,MF SLN,Sample_,Sample_
10590479,Zfp167,-11.10,-60.98,44.03
10590487,Gm8008,-23.10,-21.00,-24.60
10590489,Zfp105,-37.94,-29.45,-46.38
10590494,Kif15,-39.07,-47.68,-31.89
10590529,Tmem42,-60.64,-45.30,-74.04
10590533,Tgm4,-51.26,-14.91,-94.34
10590549,Exosc7,-99.16,-98.69,-99.42
10590558,Clec3b,36.54,51.18,15.15
10590563,Lars2,-25.15,-60.67,14.56
10590586,Limd1,39.14,10.92,72.30
10590597,Sacm1l,-69.85,-76.27,-62.45
10590620,Ccr9,-64.59,-79.51,-49.88
10590623,Cxcr6,-39.23,-45.03,-32.97
10590628,Ccr3,15.69,-13.43,60.97
10590631,Ccr2,96.13,93.55,97.76
10590635,Ccr5 or Ccr2,64.32,71.61,57.28
10590640,4930433N12Rik,88.06,80.23,92.66
10590646,---,90.42,93.43,85.85
10590648,Top2a,52.96,43.41,60.50
10590654,Aasdhppt,-82.75,-89.89,-70.42
10590663,Gria4,-21.56,-21.37,-21.75
10590686,Ddi1,-23.80,-70.82,-6.12
10590688,---,34.02,39.18,26.29
10590690,Dync2h1,-92.39,-82.16,-97.73
10590779,---,-5.55,-31.80,-0.30
10590781,Mmp1b,74.14,81.99,62.43
10590791,Birc2,-65.09,-52.35,-76.47
10590799,---,-40.67,-34.42,-46.84
10590801,Birc3,70.20,71.45,68.22
10590808,Yap1,-49.48,-50.05,-49.05
10590821,9230110C19Rik,-32.15,-10.46,-66.24
10590830,AK129341,-35.78,-16.99,-67.88
10590842,---,-58.81,-36.61,-82.62
10590844,Arhgap42,-41.20,-38.09,-45.20
10590860,Arhgap42,-17.50,-21.66,-13.83
10590865,Cntn5,-3.63,-7.11,-1.60
10590888,---,-21.93,54.60,-77.26
10590890,---,79.81,77.35,81.63
10590892,Cep57,-69.28,-80.31,-51.51
10590909,Endod1,-21.15,-18.50,-24.61
10590915,Kdm4d,51.66,52.19,51.19
10590918,Amotl1,-19.40,1.37,-43.45
10590933,Piwil4,66.31,38.53,81.29
10590957,Fut4,-1.42,-3.39,1.87
10590962,1700012B09Rik,-1.23,2.99,-3.81
10590968,Ankrd49,-21.74,-43.19,0.06
10590972,Mif,90.42,93.43,85.85
10590974,Folr4,-7.94,-4.41,-14.05
10590983,Panx1,15.80,-16.78,44.52
10590992,Hephl1,-13.45,-14.04,-12.96
10591009,Med17,-37.41,-52.86,-19.43
10591022,4931406C07Rik,-74.79,-81.92,-65.79
10591035,5830418K08Rik,-74.56,-79.25,-68.64
10591072,Ccdc67,-6.83,-5.28,-9.28
10591087,Mtnr1b,37.87,39.84,35.81
10591090,Fat3,-27.72,-33.54,-22.70
10591092,---,-23.86,-14.30,-39.83
10591094,Fat3,-50.19,-4.28,-98.22
10591110,Fat3,-32.82,-4.49,-93.07
10591112,---,-8.05,-7.70,-8.43
10591114,Fat3,-17.36,-12.49,-24.27
10591116,Fat3,-73.53,-35.62,-96.46
10591118,Fat3,-27.80,-22.88,-34.14
10591120,Fat3,-0.97,-3.63,5.22
10591123,---,-18.19,-19.51,-16.98
10591125,Fat3,17.36,12.82,21.91
10591127,Fat3,-13.77,-10.12,-18.89
10591129,---,-46.21,-34.46,-59.31
10591131,Fat3,-18.38,-10.85,-31.41
10591135,Fat3,-71.13,-22.02,-99.77
10591139,Naalad2,-17.45,-17.76,-17.07
10591161,Zfp558,-50.18,-78.76,-21.76
10591164,Zfp558,-51.77,-84.32,-21.27
10591169,Muc16,-1.46,-0.87,-1.95
10591177,Olfr24,75.05,68.02,80.67
10591180,Olfr828,90.74,96.20,73.35
10591182,---,64.53,66.20,62.85
10591184,---,51.24,67.01,30.25
10591186,---,55.39,82.87,-5.55
10591188,Olfr843,52.39,81.63,-15.82
10591190,Olfr846,84.67,35.61,94.10
10591192,Olfr847,41.04,79.28,-33.82
10591194,Olfr850,35.47,23.33,45.88
10591196,Olfr853,42.12,42.21,41.95
10591198,Olfr854,71.61,62.25,78.20
10591200,Olfr856-ps1,-31.86,-52.55,-17.30
10591203,Olfr860,41.83,30.77,51.44
10591205,Olfr862,88.58,81.27,92.75
10591208,Uba52 or 2810422J05Rik,90.42,93.43,85.85
10591210,Olfr866,58.89,80.04,-0.82
10591214,Olfr867,-1.79,-33.14,47.24
10591216,Olfr870,83.53,86.89,78.83
10591218,---,73.08,50.62,84.77
10591220,Olfr18,76.86,84.71,63.99
10591224,Zfp560,-16.99,-16.20,-17.62
10591228,Zfp26,-35.56,-58.64,-6.07
10591241,Zfp426,-85.40,-95.98,-26.71
10591253,Zfp266,-84.30,-95.66,-45.52
10591263,Fbxl12 or Ubl5,-83.53,-79.61,-86.91
10591270,Olfm2,-4.61,-7.33,-2.32
10591281,Col5a3,38.35,57.12,6.43
10591350,Angptl6 or A230050P20Rik,-47.58,46.59,-97.35
10591357,Eif3g,-82.79,-88.78,-74.50
10591369,Dnmt1,-48.10,-54.74,-38.24
10591412,S1pr2,64.69,63.78,65.61
10591416,---,-19.89,-7.57,-35.33
10591418,Zglp1,64.77,70.21,57.45
10591423,Fdx1l or Raver1-fdx1l,-96.07,-91.22,-98.56
10591430,Raver1 or Raver1-fdx1l,-16.92,-12.58,-21.86
10591446,Tyk2,67.31,46.57,83.27
10591472,Cdc37,-9.20,-46.01,25.48
10591482,Keap1,-34.46,-15.90,-51.25
10591494,S1pr5,36.01,-0.45,64.95
10591497,Kri1 or Atg4d,0.75,-8.79,12.63
10591517,Cdkn2d,57.92,76.17,26.58
10591522,Ap1m2,-2.58,-3.51,-1.81
10591535,Mir199a-1,-79.44,-80.61,-78.00
10591537,Tmed1 or Dnm2,-27.11,-45.94,-6.23
10591544,Yipf2 or Carm1,-60.78,-78.46,-37.51
10591556,Spc24,-21.14,-15.94,-26.01
10591563,Kank2,-54.73,-50.51,-58.91
10591576,Dock6,-54.73,-30.24,-80.22
10591608,Dock6,94.48,96.80,89.74
10591610,Dock6,42.99,62.36,17.02
10591612,Dock6,-66.66,-48.88,-82.33
10591614,Dock6,-49.15,-29.48,-67.08
10591616,Dock6,-89.29,-35.95,-99.86
10591618,Dock6,85.41,94.84,55.57
10591620,Dock6,-60.14,-55.09,-64.68
10591622,Dock6,-18.25,-5.25,-33.47
10591624,Dock6,76.24,84.03,63.30
10591626,Dock6,-82.08,-88.93,-74.03
10591628,Dock6,-74.28,-44.89,-92.37
10591630,Dock6,-59.01,-44.07,-72.71
10591632,Dock6,-28.23,-71.35,-0.04
10591634,Dock6,70.35,60.59,77.97
10591643,Rab3d,6.03,23.47,-5.27
10591653,Tmem205,-70.32,-77.67,-60.39
10591658,2310047B19Rik,93.13,86.46,95.95
10591660,Epor,-6.02,-4.90,-7.15
10591668,Rgl3,-2.55,-6.50,3.02
10591691,Ccdc151,-31.69,-1.94,-77.61
10591706,Elavl3,-31.46,-7.28,-93.57
10591715,Zfp653,0.62,41.42,-39.85
10591726,Ecsit,-91.48,-98.19,-77.84
10591735,Elof1,-41.30,-42.87,-39.69
10591739,Acp5,1.38,-11.46,18.30
10591747,Rpl15,90.42,93.43,85.85
10591749,1810064F22Rik,-8.12,-22.76,-0.87
10591754,Zfp599,-52.52,-47.76,-57.14
10591763,Zfp810,-28.83,-57.35,2.99
10591773,Hmgn2 or Gm7931 or Gm9525 or Gm6750 or Gm6594,90.42,93.43,85.85
10591777,Gm6607,-61.71,-14.01,-91.97
10591781,Anln,-45.48,-50.76,-40.93
10591806,Rp9,-45.16,-70.18,-10.91
10591814,---,52.47,-5.45,82.30
10591816,Dpy19l1,43.18,11.84,74.73
10591844,Dpy19l2,-6.70,-7.37,-6.13
10591853,Tbx20,-26.75,-18.13,-45.74
10591864,---,73.12,-27.26,94.25
10591867,Rpl41,90.42,93.43,85.85
10591869,Herpud2,-61.02,-75.39,-39.17
10591881,Hmgb1,90.42,93.43,85.85
10591884,Glb1l2,-28.51,-34.45,-24.52
10591905,Glb1l3,-6.38,-8.98,-5.04
10591926,Gm1110,-4.47,-4.12,-4.87
10591947,Acad8,-57.13,-54.21,-60.28
10591960,Vps26b,0.07,-48.66,24.12
10591967,Jam3,-14.18,-14.51,-13.85
10591978,Ntm,-13.67,-9.38,-19.64
10591988,Adamts15,-20.25,-6.85,-40.02
10591997,Adamts8,91.27,94.63,84.95
10591999,---,-6.92,-34.47,26.04
10592001,St14,-38.99,-52.84,-28.44
10592023,Aplp2,4.32,2.85,5.96
10592044,Tmem45b,-51.69,-10.47,-99.32
10592050,Barx2,2.37,36.59,-7.25
10592058,Tuba1b,90.42,93.43,85.85
10592061,Kcnj5,-15.26,-17.55,-13.25
10592067,Fli1,43.25,37.32,49.56
10592079,---,50.16,79.79,-9.17
10592084,St3gal4,61.99,65.04,58.77
10592099,Dcps,-57.64,-83.96,-18.50
10592106,Tirap,50.01,48.06,51.62
10592114,Foxred1,-43.88,-82.64,23.63
10592126,Fam118b,-29.60,-33.97,-25.02
10592138,Rpl36,90.42,93.43,85.85
10592140,Ddx25,-11.25,-23.63,-5.60
10592154,Hyls1,-72.84,-62.79,-82.10
10592160,---,9.97,16.24,3.51
10592162,---,12.64,20.86,3.10
10592164,Pate4,-0.99,-1.30,-0.65
10592170,Gm17252,71.68,38.95,84.21
10592176,D730048I06Rik,-3.57,-2.64,-6.09
10592182,9230110F15Rik,-2.85,-5.28,-0.87
10592186,---,84.20,16.10,94.87
10592188,---,90.42,93.43,85.85
10592192,Gm5615,-2.81,-1.91,-4.19
10592196,A630095E13Rik,-12.28,-7.56,-20.37
10592201,Chek1,-75.71,-90.93,-54.88
10592217,Stt3a,-21.75,-23.72,-19.92
10592237,Ei24,-92.00,-97.78,-76.79
10592248,---,79.40,92.31,41.91
10592251,Pknox2,-16.75,-11.08,-23.98
10592266,Slc37a2,20.09,7.10,31.87
10592289,Ccdc15,-34.07,-62.47,-11.29
10592303,Robo3,80.12,67.62,87.27
10592330,Nrgn,-22.40,-17.76,-28.87
10592336,Spa17,-20.95,-19.17,-22.68
10592342,Tbrg1,-96.50,-98.37,-90.36
10592355,Panx3,58.74,57.91,59.22
10592362,Olfr160 or Olfr151,82.84,90.46,62.89
10592365,Olfr151 or Olfr160,-21.40,68.91,-98.63
10592367,---,70.33,91.85,-8.20
10592369,Olfr891,74.54,57.99,83.64
10592371,Olfr915,-0.46,-0.70,-0.36
10592374,Olfr916,70.60,44.53,84.33
10592376,Olfr917,-1.62,0.00,-7.53
10592378,Olfr918,2.18,-17.02,52.83
10592380,Olfr919,41.90,68.90,-5.79
10592382,Olfr934,63.02,3.25,84.02
10592384,Olfr935,83.95,76.40,89.41
10592386,Olfr146,32.17,36.94,24.84
10592388,Olfr936,79.59,82.14,76.91
10592391,Olfr937,-7.22,9.09,-24.54
10592393,Olfr938,22.52,-8.08,53.57
10592395,---,92.77,82.81,96.35
10592397,Olfr1537-ps1,-11.09,-7.08,-15.76
10592399,Olfr945,56.18,47.52,61.02
10592401,Olfr947-ps1,92.11,92.74,91.73
10592404,Olfr948,88.32,42.73,96.72
10592406,Olfr952,35.69,-1.88,60.22
10592408,Olfr955 or Olfr952,33.45,-13.75,68.12
10592410,Olfr44,24.50,12.62,34.36
10592412,Olfr957,-38.84,35.08,-98.10
10592414,Olfr958,-4.15,70.00,-70.04
10592416,Olfr959,-63.80,17.15,-99.77
10592420,AW551984,-50.88,-61.28,-40.93
10592447,---,86.66,80.65,91.47
10592449,Olfr149,86.97,88.99,85.41
10592451,Olfr968,-2.44,-23.64,37.13
10592455,Olfr975,55.78,55.55,56.33
10592457,Olfr976,-5.77,-3.45,-10.57
10592459,---,29.32,84.69,-63.80
10592461,Olfr979,78.88,69.36,85.18
10592463,Olfr980,15.57,-46.65,71.38
10592465,Olfr983,82.97,71.41,89.71
10592467,Olfr984,67.00,96.89,-51.20
10592469,Olfr985,48.88,25.97,62.10
10592471,Gramd1b,-40.71,-51.92,-31.08
10592493,4931429I11Rik,-6.71,-27.86,-0.65
10592503,Crtam,-6.77,-4.45,-9.70
10592515,Ubash3b,35.23,40.37,30.09
10592531,---,-55.40,-84.76,-10.44
10592533,---,-3.18,-0.19,-8.97
10592535,Sorl1,71.00,79.22,63.60
10592585,Sc5d,-84.30,-59.04,-94.47
10592593,Tecta,91.63,95.60,82.69
10592618,Tbcel,-74.91,-76.72,-73.27
10592629,Grik4,-13.86,-5.00,-37.26
10592652,---,95.84,96.89,94.14
10592655,Arhgef12,-38.83,-54.95,-21.62
10592701,Tmem136,87.73,90.77,82.79
10592705,Pou2f3,-6.68,-1.01,-35.54
10592719,Oaf,-18.46,-9.93,-27.15
10592725,Gm10688,-3.49,-1.58,-6.01
10592727,Rnf26,-5.81,-65.62,56.67
10592731,Gm10687,65.11,85.68,15.81
10592734,Cbl,49.05,42.50,55.85
10592752,Pdzd3,-3.81,0.62,-12.95
10592763,Nlrx1,94.55,88.76,96.99
10592772,Abcg4,-34.68,-2.90,-97.96
10592790,Hinfp,-73.31,-64.81,-79.63
10592802,C2cd2l,-17.21,-22.81,-12.74
10592816,Hmbs,8.38,6.16,9.88
10592830,Vps11,-35.38,-66.02,13.68
10592847,Myl6,90.42,93.43,85.85
10592850,Trappc4,-93.73,-93.34,-94.25
10592856,Ccdc84 or Rps25,-66.44,-91.53,-20.95
10592870,Foxr1,41.17,30.59,49.70
10592878,Upk2,26.50,51.27,-0.74
10592886,Gm10023,94.20,99.45,50.00
10592888,Cxcr5,10.40,7.71,12.72
10592891,Phldb1,-56.00,-34.98,-78.35
10592917,---,30.70,-20.63,71.51
10592919,Arcn1,-17.06,-70.43,34.08
10592926,Tmem25,-20.68,-25.24,-16.81
10592938,Ttc36,-13.48,-4.19,-46.86
10592942,Mll1,-73.53,-81.89,-61.54
10592983,Atp5l,90.42,93.43,85.85
10592988,Ube4a,12.65,4.69,24.24
10593015,Cd3g,-13.23,-14.56,-12.10
10593024,Cd3e,-8.08,-23.53,-3.04
10593032,Amica1 or Gm10684,58.15,36.14,72.19
10593035,Tmprss4,-5.47,-3.50,-8.64
10593050,Il10ra,83.28,77.12,86.64
10593058,---,85.99,83.01,88.48
10593060,Cep164,-53.43,-0.20,-90.15
10593095,Cep164,98.58,99.15,96.92
10593101,---,7.42,3.31,12.88
10593103,Rnf214 or Pcsk7 or Bace1,-84.96,-89.58,-78.18
10593123,Tagln,-53.99,-42.77,-66.09
10593130,Sidt2,11.91,24.85,1.45
10593159,Pafah1b2,-51.91,-42.67,-59.39
10593167,Apoa1,-19.83,-11.13,-35.44
10593169,Apoc3,-5.68,-9.39,-3.79
10593174,Apoa4,-18.31,-21.90,-15.41
10593177,4931429L15Rik,-0.78,-0.78,-0.82
10593191,---,-7.92,-2.85,-15.28
10593193,---,80.01,73.92,85.09
10593196,Gm10677,34.65,57.38,3.72
10593198,Fam55b,-6.51,-3.17,-12.10
10593205,Rexo2,-58.91,-71.75,-42.45
10593213,Rbm7,-64.99,-74.59,-54.97
10593219,Nnmt,-16.27,-35.56,-8.50
10593225,Zbtb16,-41.60,-78.49,-19.38
10593233,Htr3a,20.46,2.19,31.52
10593245,Htr3b,40.39,-0.32,66.67
10593258,---,42.81,75.30,-12.61
10593260,Ankk1,-37.33,68.12,-97.29
10593270,Ttc12,-58.82,-51.75,-66.89
10593293,Ncam1,-57.17,-49.67,-66.81
10593316,---,44.14,46.85,41.15
10593318,---,-56.72,-52.33,-60.83
10593320,Rpl10 or Gm5621,90.42,93.43,85.85
10593323,---,86.50,52.66,96.23
10593325,Pts,2.88,-49.97,54.97
10593332,Bco2,15.04,-0.11,30.39
10593347,Tex12,34.99,13.08,52.67
10593356,Sdhd,-62.88,-60.01,-65.58
10593361,AU019823,-94.76,-96.02,-93.44
10593367,Dlat,-85.61,-97.37,-48.94
10593384,Dixdc1,-27.23,-22.79,-31.54
10593413,2310030G06Rik,-15.97,-9.73,-23.23
10593418,Hspb2 or Cryab,-7.47,-2.88,-15.39
10593421,1110032A03Rik,-84.23,-80.22,-88.59
10593430,Sik2 or Ppp2r1b,-38.55,-67.37,-1.53
10593449,Layn,-33.43,-19.43,-52.99
10593460,4833427G06Rik,-22.57,-6.61,-71.95
10593469,Mir34c,49.66,51.01,48.31
10593471,Mir34b,19.13,-1.41,36.95
10593473,1810046K07Rik,5.73,39.71,-13.41
10593478,9230115E21Rik or Arhgap20,-3.88,-1.33,-11.49
10593483,Fdx1,-77.50,-91.87,-60.96
10593490,Gm6981 or Gapdh,90.42,93.43,85.85
10593492,Zc3h12c,18.53,9.67,28.40
10593497,Zc3h12c,6.62,24.68,-14.11
10593499,AI593442,-8.31,-10.50,-7.03
10593506,---,77.75,70.08,83.29
10593508,Ddx10,-53.77,-70.25,-35.32
10593526,Atm,-83.33,-91.89,-60.97
10593589,Gm9963,-39.39,-77.60,-11.56
10593591,Acat1,-62.06,-74.42,-47.26
10593605,Cul5,-77.33,-82.10,-70.74
10593628,Rab39,70.27,83.47,45.48
10593634,Elmod1,-12.75,-8.01,-27.14
10593646,Tnfaip8l3,67.49,79.02,49.48
10593652,Cyp19a1,-1.21,-0.29,-2.22
10593664,1700104A03Rik,72.89,95.76,-24.23
10593668,Dmxl2,-45.01,-51.36,-38.41
10593671,Dmxl2,-16.34,-29.11,-4.73
10593713,Cib2 or Sh2d7,39.41,44.05,33.77
10593723,Acsbg1,-46.09,-39.95,-53.82
10593740,Wdr61,-90.79,-96.97,-79.27
10593751,AY074887,86.11,96.27,21.59
10593756,Chrna3,20.08,29.65,8.63
10593767,Chrnb4,32.64,-8.01,65.27
10593776,Nrg4,-35.66,-36.13,-35.23
10593789,Etfa,-89.94,-91.99,-87.83
10593799,Scaper,-89.89,-96.33,-68.62
10593832,---,86.99,86.99,86.94
10593834,Rfpl3s,-7.80,-20.12,-3.44
10593842,Tspan3,-41.95,-56.72,-24.97
10593856,C230081A13Rik,-82.50,-83.37,-81.52
10593865,Rn28s1,17.66,18.69,16.83
10593867,Lingo1,-7.75,-7.00,-8.62
10593872,Odf3l1,-1.05,-1.43,-0.72
10593878,Snx33,-23.94,-3.64,-45.33
10593882,Gm10658,-72.13,-98.86,-12.11
10593884,Ptpn9 or Gm10658,-36.41,-91.58,-5.39
10593887,Neil1,-49.92,-91.84,-5.43
10593903,Commd4,-49.79,-62.18,-35.81
10593913,1700017B05Rik,-13.60,8.14,-36.44
10593918,Ppcdc,-97.71,-96.52,-98.55
10593927,Scamp5,-21.25,-38.75,-3.45
10593937,Mpi,36.21,3.38,59.25
10593947,Cplx3,-33.64,-26.80,-42.61
10593953,Lman1l,97.58,96.46,98.23
10593966,Csk,35.35,22.59,46.77
10593981,Cyp1a2,-3.22,-2.89,-3.51
10593988,Clk3,0.47,-29.57,36.49
10594001,Arid3b,-15.64,-20.23,-11.99
10594015,Ccdc33,28.18,85.51,-62.40
10594044,Islr,-71.94,-65.24,-77.48
10594048,Islr2,-14.17,-7.10,-26.26
10594053,Pml,73.29,67.93,78.42
10594066,Loxl1,-21.76,-18.69,-24.99
10594080,Tbc1d21,-3.67,-5.81,-2.16
10594092,Cd276,27.59,64.18,-16.96
10594103,2410076I21Rik,-39.92,-39.82,-40.02
10594110,Neo1,-74.09,-62.82,-83.76
10594142,Rpl11,90.42,93.43,85.85
10594144,Bbs4,-93.77,-97.73,-86.40
10594161,Arih1,-5.90,-17.36,0.08
10594177,Tmem202,6.84,-1.10,18.63
10594183,Senp8,-76.60,-96.12,-45.59
10594186,---,34.45,-1.77,66.00
10594188,Nr2e3,-9.67,-2.69,-30.49
10594199,Thsd4,-12.42,26.07,-55.69
10594221,Lrrc49,-61.56,-54.65,-67.68
10594241,---,74.36,62.18,83.93
10594244,---,-13.46,-9.55,-17.53
10594246,---,97.50,98.63,95.04
10594248,Rplp1,-81.26,-79.52,-82.92
10594251,Kif23,-2.78,-12.87,7.59
10594277,Paqr5,-15.22,-8.92,-25.62
10594289,Glce or Mir5133,-86.20,-90.93,-79.55
10594297,Spesp1,65.80,57.59,72.68
10594301,Coro2b,2.05,-9.25,26.89
10594315,Fem1b,-91.01,-87.99,-93.22
10594320,Gm10653 or Rps2 or Gm8842 or Gm10420 or Gm5978,90.42,93.43,85.85
10594322,Pias1,-50.02,-77.92,-8.14
10594340,Skor1,90.72,94.91,68.49
10594353,Map2k5,-80.91,-88.66,-67.35
10594377,2300009A05Rik,62.58,85.83,10.76
10594381,Iqch,-1.08,-1.33,-1.01
10594404,Smad3,-10.31,-20.64,0.16
10594418,Smad6,25.31,31.42,17.44
10594426,Zwilch or Lctl,-96.61,-93.13,-98.47
10594447,Map2k1,22.86,21.33,24.54
10594460,Dis3l,-51.72,-25.33,-67.62
10594480,Rab11a,-77.82,-71.58,-82.85
10594490,Slc24a1,-8.87,-8.99,-8.64
10594501,Ptplad1,-68.52,-84.91,-35.34
10594513,---,-1.42,-1.10,-1.73
10594515,Rnu5g,91.23,92.12,90.28
10594517,Kbtbd13,85.01,96.50,22.57
10594519,Ostb,-33.44,-37.00,-30.21
10594524,Ankdd1a,4.78,31.18,-13.19
10594538,Plekho2,29.84,16.53,43.59
10594540,Plekho2,83.35,84.51,81.31
10594549,Gm10144,49.43,-19.76,85.21
10594551,Zfp609,-95.80,-94.85,-96.66
10594561,Trip4,-64.36,-76.39,-46.37
10594582,Snx22 or Ppib,25.22,46.09,-0.13
10594590,Snx1,94.34,86.98,98.90
10594607,---,57.41,-6.09,83.52
10594609,Fbxl22,-5.57,74.92,-92.54
10594613,Usp3,-64.00,-65.28,-62.77
10594631,Aph1b,31.48,18.74,42.18
10594636,Ppp1r2 or Ppp1r2-ps3,90.42,93.43,85.85
10594638,Aph1c,56.11,65.47,43.08
10594645,Rab8b,70.48,69.86,71.54
10594652,Lactb,-25.16,-55.85,-2.96
10594661,Tpm1,-94.03,-97.59,-86.91
10594679,Tln2,-63.79,-47.33,-88.41
10594745,Mir190,40.50,44.27,35.48
10594747,C2cd4b,40.63,63.76,4.55
10594750,C2cd4a,90.28,98.90,23.63
10594752,Rpl7a,90.42,93.43,85.85
10594754,Foxb1,93.62,91.02,95.28
10594758,Gcnt3,-30.87,-22.93,-40.85
10594762,Fam81a,-75.06,-44.69,-95.65
10594774,Ccnb2,-28.88,-21.93,-35.60
10594785,Rnf111,0.29,0.18,0.51
10594798,---,-92.97,-99.79,-61.51
10594800,Fam63b,-78.96,-85.26,-72.18
10594802,Fam63b,-46.96,-50.09,-43.84
10594812,Lipc,-7.49,-7.35,-7.59
10594825,Aqp9,-22.83,-16.93,-32.38
10594835,Polr2m,-93.12,-93.78,-92.46
10594840,Myzap,-31.58,-40.15,-25.24
10594855,Cgnl1,-49.44,-51.55,-46.98
10594879,Tcf12,-78.73,-86.57,-69.77
10594904,Uba52 or 2810422J05Rik,90.42,93.43,85.85
10594907,Rpl7a,90.42,93.43,85.85
10594909,Gm10641,82.96,90.68,65.55
10594911,Tex9,-68.28,-80.84,-54.41
10594928,Pigb or Ccpg1,-90.04,-97.82,-65.61
10594946,Rpl36,90.42,93.43,85.85
10594948,Unc13c,-8.01,-3.78,-17.96
10594963,Unc13c,-20.70,-12.68,-38.27
10594965,Unc13c,-8.11,-7.14,-8.92
10594967,Unc13c,-17.08,-32.60,-9.87
10594969,Unc13c,-55.01,-83.47,-25.22
10594971,Unc13c,-1.28,-1.03,-1.37
10594973,Unc13c,-12.71,-8.44,-20.93
10594986,Rpl17,90.42,93.43,85.85
10594988,Mapk6,-58.93,-37.99,-76.45
10594998,Leo1,90.08,95.95,74.34
10595000,Tmod3,37.13,26.77,48.26
10595013,Tmod2,-42.47,-18.86,-79.64
10595033,Scg3,-15.47,-20.97,-11.87
10595046,---,-29.68,-29.32,-30.49
10595048,---,95.79,92.49,97.19
10595050,Gfral,23.92,-21.32,64.62
10595059,Hcrtr2,32.04,42.86,13.18
10595070,Fam83b,-11.99,-13.14,-10.72
10595079,---,85.24,73.52,92.59
10595081,Tinag,-5.57,-9.22,-3.45
10595094,2310046A06Rik,-35.98,-13.75,-94.01
10595109,Lrrc1,-61.72,-70.60,-50.75
10595126,Fbxo9,-84.84,-65.85,-95.64
10595140,Rn7sk,12.92,10.55,15.33
10595142,Omt2a,-1.37,-2.27,-0.90
10595145,---,23.91,73.05,-30.89
10595148,Gsta2 or Gm10639 or Gsta1 or Gm3776,90.42,93.43,85.85
10595156,Dppa5a,-4.59,-4.49,-4.86
10595159,Ooep,-7.54,-3.46,-15.96
10595165,---,28.39,38.11,19.18
10595169,Ddx43,97.92,98.64,96.89
10595171,E330016A19Rik,84.24,72.67,90.39
10595183,Eef1a1,-76.54,-71.91,-79.91
10595189,Slc17a5,-72.23,-62.28,-80.37
10595202,---,1.53,30.17,-19.26
10595205,2410127L17Rik,90.42,93.43,85.85
10595209,Gm10635,95.55,93.06,96.75
10595211,Col12a1,-31.58,-21.11,-45.31
10595280,Cox7a2,-61.36,-75.18,-43.85
10595288,Tmem30a,-39.65,-66.36,-4.24
10595298,Filip1,-30.46,-17.17,-51.80
10595306,Impg1,-0.68,-1.63,-0.12
10595324,Htr1b,-14.21,-6.53,-27.03
10595327,Phip,-66.52,-74.00,-55.11
10595371,Hmgn3,-27.59,-18.69,-36.35
10595382,Lca5,-86.99,-78.17,-93.39
10595392,Elovl4,-16.21,-13.05,-19.97
10595400,---,-7.04,67.80,-74.66
10595402,Fam46a,71.76,58.87,79.99
10595404,Fam46a,64.27,51.69,75.53
10595407,Ibtk,-39.37,-43.61,-35.13
10595439,---,20.75,87.27,-72.80
10595441,Rpl7a,90.42,93.43,85.85
10595443,Tpbg,54.37,74.96,22.35
10595447,---,7.95,-34.50,58.94
10595452,Ube2cbp,-82.24,-81.00,-83.54
10595466,Pgm3 or Dopey1,-91.58,-97.16,-75.60
10595480,Me1,93.27,95.82,89.10
10595496,Snap91,-43.13,-23.35,-70.53
10595529,4922501C03Rik,-43.01,-77.15,7.88
10595560,Tbx18,-2.88,-1.17,-5.08
10595570,Slc25a40,-37.65,-53.92,-22.88
10595573,Snx14,-67.61,-90.52,-6.85
10595604,Syncrip,-73.08,-68.97,-77.51
10595614,Snhg5,-77.06,-76.30,-77.70
10595620,---,90.42,93.43,85.85
10595622,---,90.42,93.43,85.85
10595624,---,92.29,93.35,91.14
10595626,---,90.42,93.43,85.85
10595628,---,90.42,93.43,85.85
10595630,Gm2382 or Mthfs,90.42,93.43,85.85
10595633,Bcl2a1d or Bcl2a1a or Bcl2a1b or Bcl2a1c,90.42,93.43,85.85
10595636,---,90.42,93.43,85.85
10595638,---,90.42,93.43,85.85
10595657,AF529169,-26.84,21.72,-95.73
10595664,Tmed3,-49.08,-51.65,-46.50
10595668,Ankrd34c,-10.96,-3.05,-31.21
10595671,Mir184,-10.70,-14.53,-7.31
10595673,Morf4l1 or Gm6747,-22.79,-35.39,-9.23
10595680,Tbc1d2b,81.04,68.03,90.41
10595695,Zic1,-4.86,-6.52,-3.66
10595702,1190002N15Rik,-85.61,-64.63,-96.12
10595718,Chst2,-44.73,-38.97,-51.32
10595723,2610101N10Rik,-83.34,-94.56,-41.06
10595753,Trpc1,-81.87,-73.18,-89.77
10595768,Pls1,-32.16,-32.77,-31.73
10595787,Atr or 1700065D16Rik,74.20,86.06,51.44
10595791,---,39.73,57.10,19.35
10595793,Atp1b3,40.59,33.36,48.37
10595798,BC043934,-17.36,-15.43,-19.28
10595803,Rnf7,-99.52,-99.77,-99.01
10595805,Rasa2,-76.16,-84.02,-64.52
10595831,Zbtb38,-19.48,-14.38,-24.92
10595836,Zbtb38 or E030011O05Rik,-16.96,-40.70,-2.09
10595840,Acpl2,-34.03,-29.00,-39.40
10595848,Spsb4,-21.11,-14.12,-30.01
10595856,Slc25a36,-32.46,-53.80,-3.12
10595863,Trim42,91.72,97.43,61.90
10595871,Clstn2,-15.18,-17.53,-12.76
10595892,---,-14.23,11.80,-36.95
